E_ergodic_exploit_max,E_ergodic_exploit_mean,E_ergodic_exploit_median,E_ergodic_exploit_per_length_max,E_ergodic_exploit_per_length_mean,E_ergodic_exploit_per_length_median,E_ergodic_explore_max,E_ergodic_explore_mean,E_ergodic_explore_median,E_ergodic_explore_per_length_max,E_ergodic_explore_per_length_mean,E_ergodic_explore_per_length_median,E_ergodic_total_max,E_ergodic_total_mean,E_ergodic_total_median,E_ergodic_total_per_length_max,E_ergodic_total_per_length_mean,E_ergodic_total_per_length_median,coverage_max,coverage_mean,coverage_median,coverage_per_length_max,coverage_per_length_mean,coverage_per_length_median,explore_exploit_ratio_max,explore_exploit_ratio_mean,explore_exploit_ratio_median,n,path_len_max,path_len_mean,path_len_median,shape
0.21847037971019745,0.08058764832094312,0.08336278051137924,0.064246409758952,0.01398688402922107,0.009621609716813409,38.81198501586914,19.198601186275482,16.40184783935547,6.080644834474896,2.4286515578533225,1.8638465069724435,38.90576910972595,19.279188834596425,16.421095177531242,6.144891244233848,2.4426384418825435,1.8660337046820428,0.09825040400028229,0.05323967698495835,0.03676402568817139,0.028892867411856652,0.007916278312610624,0.006237736392307437,0.0634089577708726,0.009729687589724749,0.003057629593844136,16,9.747235298156738,7.9075044095516205,8.62722635269165,A
0.20283924043178558,0.07283901749178767,0.07611105591058731,0.05834875576478708,0.011860261477713713,0.0072412141334232,27.760221481323242,14.312466979026794,16.40184783935547,7.985508029620396,1.9329626117294734,1.8638465069724435,27.963060721755028,14.385305996518582,16.421095177531242,8.043856785385183,1.9448228732071873,1.8660337046820428,0.11252477020025253,0.04884750361088663,0.035902801901102066,0.03236888641431958,0.007418271666830074,0.004920207237327083,0.09699548129373758,0.016267771009491335,0.0043974418207657654,16,11.262979507446289,8.246324002742767,8.622741222381592,greek_upper_0
0.40654534101486206,0.11682516918517649,0.09116752818226814,0.08852974330874587,0.018558133297049653,0.011031729447454433,53.653446197509766,23.255475610494614,20.14848566055298,11.68363117294094,3.287068132892042,2.785099799281047,54.05999153852463,23.37230077967979,20.221285082399845,11.772160916249685,3.3056262661890914,2.7944980035655833,0.12405253946781158,0.0546792020322755,0.05145762860774994,0.03143807654804627,0.008212696475798312,0.006462776731900001,0.0270158536350281,0.007728797987861736,0.004405729914583417,16,9.523926734924316,7.929491937160492,8.62580919265747,korean_5
0.1958228051662445,0.10157990804873407,0.1091718077659607,0.05170409757335697,0.015908339207118927,0.011945729918742761,29.782073974609375,15.794827938079834,16.97248077392578,5.917999431175868,2.1300168763581513,1.9286911642500413,29.89691612869501,15.896407846128568,17.018494684249163,5.969703528749225,2.14592521556527,1.9339200181492096,0.09181878715753555,0.04664498963393271,0.03827619552612305,0.024243384350613222,0.007055839168113227,0.005063997134888068,0.06330599951020528,0.012029382086698811,0.005550048114315789,16,10.469648361206055,8.032135471701622,8.620364665985107,digit_5
0.2884565591812134,0.09381061652675271,0.08483811467885971,0.08246413256046202,0.015855691241934776,0.008628498053575533,131.91990661621094,42.27172040194273,16.5948486328125,13.416972569163903,4.810842755381108,1.8857784172212788,132.0047447308898,42.36553101846948,16.642573591321707,13.425601067217478,4.826698446623043,1.891201708431148,0.10194019228219986,0.055092925555072725,0.03452206030488014,0.023549046864524775,0.007801657124890049,0.00608147997400672,0.09487649750636762,0.012323925311374991,0.005210037856472626,16,9.832315444946289,7.884593024849892,8.622740268707275,a_lc
0.18320664763450623,0.0710616911528632,0.07367999479174614,0.04882063376372147,0.010637162196975133,0.010813701500032191,111.2986068725586,37.023602068424225,8.034601211547852,14.272231330797842,4.499881139610953,1.2996210236048524,111.42432510852814,37.09466375957709,8.093854781240225,14.321051964561562,4.510518301807927,1.3168016930538573,0.21214179694652557,0.08742063771933317,0.060370951890945435,0.05653122912529846,0.01233505773380543,0.009352518800817756,0.020709195210423633,0.005088428792821629,0.0011295580376266157,16,9.78341007232666,8.029952466487885,8.626590251922607,rand_gmm_10
0.2415611743927002,0.06473673926666379,0.0583852156996727,0.06304291298066844,0.010927557530907508,0.005835784487666098,21.988649368286133,13.498466104269028,13.057720184326172,4.090629433565729,1.67027404352471,1.4838319677727412,22.047034583985806,13.563202843535691,13.061676130630076,4.153672346546397,1.6812016010556174,1.4842815071644315,0.10652794688940048,0.05839812941849232,0.05035610683262348,0.027801786038844048,0.008075719700778292,0.007047077915643085,0.03732895344049876,0.008282830221310863,0.002655243381336588,16,10.004690170288086,8.142367854714394,8.632248401641846,rand_gmm_20
0.8829835057258606,0.19471307285130024,0.14103585481643677,0.27417956041853847,0.03806797816928526,0.014350514131907638,92.65376281738281,42.49080767482519,49.5552978515625,28.770376564973613,6.008101871281702,5.63128433498767,93.53674632310867,42.68552074767649,49.64577676355839,29.044556125392152,6.046169849450987,5.641566030424055,0.22871734201908112,0.0625908407382667,0.0405228566378355,0.0710201491740635,0.01061466856931525,0.005893656464612249,0.05777090810932487,0.011661603790240279,0.0027676080298353165,16,9.827930450439453,7.9119036346673965,8.62666654586792,rand_ana_poly_10
0.20416927337646484,0.12162278639152646,0.12576180696487427,0.05368969758729852,0.018603272774669322,0.013991787101856907,229.4569091796875,69.57442146539688,21.206703186035156,24.110658320969176,7.870413558353861,2.409852843705337,229.5918523967266,69.69604425178841,21.291708320379257,24.124837758016394,7.889016831128531,2.419512518900093,0.18400299549102783,0.07822124811355025,0.034842364490032196,0.02548983081746657,0.010323414612666906,0.00714713905222383,0.04952566096196118,0.010049783644847394,0.00436500708257654,16,9.516824722290039,7.859356090426445,8.62834358215332,rand_ana_poly_20
0.21633078157901764,0.11589213786646724,0.11231346428394318,0.04235359440047223,0.017411923546125918,0.010674744412149984,32.51005554199219,16.522451400756836,16.464223861694336,6.164456196967398,2.2061595184858014,1.8800645372197424,32.6610858887434,16.638343538623303,16.57653732597828,6.193094104268359,2.2235714420319272,1.9033237919194597,0.07800858467817307,0.03977226431015879,0.03572198748588562,0.018300080399861578,0.006089127777873313,0.003916504285763982,0.054472668985110585,0.012405557122515738,0.006821667709782038,16,10.521419525146484,8.030672252178192,8.627840518951416,rand_ana_poly_30
