E_ergodic_exploit_max,E_ergodic_exploit_mean,E_ergodic_exploit_median,E_ergodic_exploit_per_length_max,E_ergodic_exploit_per_length_mean,E_ergodic_exploit_per_length_median,E_ergodic_explore_max,E_ergodic_explore_mean,E_ergodic_explore_median,E_ergodic_explore_per_length_max,E_ergodic_explore_per_length_mean,E_ergodic_explore_per_length_median,E_ergodic_total_max,E_ergodic_total_mean,E_ergodic_total_median,E_ergodic_total_per_length_max,E_ergodic_total_per_length_mean,E_ergodic_total_per_length_median,coverage_max,coverage_mean,coverage_median,coverage_per_length_max,coverage_per_length_mean,coverage_per_length_median,explore_exploit_ratio_max,explore_exploit_ratio_mean,explore_exploit_ratio_median,method,n,path_len_max,path_len_mean,path_len_median,subvariant,svgd_iters
0.1406218707561493,0.045252886218950156,0.04001585394144058,0.015979759425879342,0.005142373879803417,0.004547256523945681,49.5552978515625,15.186475801467896,15.509160041809082,5.63128433498767,1.725736036147727,1.7624047030019503,49.64577676355839,15.231728687686847,15.577489212155342,5.641566030424055,1.7308784100275312,1.7701693821235684,0.035378534346818924,0.0346052610874176,0.034653328359127045,0.004020288342506308,0.00393241637359241,0.00393787856403295,0.011806435746007213,0.002961525928136086,0.0028758899562868947,lawnmower,100,8.799999237060547,8.799999237060547,8.799999237060547,fixed,-1
0.1505691409111023,0.09512321993708611,0.09378409385681152,0.014794865709880116,0.009322483797099544,0.009543981851465747,229.4569091796875,72.93997470855713,72.74993896484375,24.110658320969176,7.234674315285974,6.7493864322042425,229.5918523967266,73.03509792849421,72.8639634102583,24.124837758016394,7.243996799083069,6.759965067125056,0.21486298739910126,0.1037429103255272,0.08403686434030533,0.02230894888937562,0.01025269217781182,0.008575818665657214,0.011592446873023764,0.0023452921358313498,0.0015810906742412326,random_walk,100,11.262979507446289,10.267669067382812,10.17712116241455,fixed,-1
0.5450785160064697,0.15508382834494114,0.13759466260671616,0.13438488463434803,0.03379616903684508,0.027425137827195047,144.9595184326172,29.930583660006523,20.642650604248047,35.65237630207952,6.490902033273091,3.10671842134367,145.33383530378342,30.085667488351465,20.757647287100554,35.7444384590964,6.524698202309936,3.123071209997936,0.11173839122056961,0.06524957049638033,0.06326587498188019,0.023328453717502178,0.013453124228497659,0.012156387740957945,0.2963728846781447,0.03199145690393521,0.006618899407689624,cfm,100,6.807974338531494,5.090829858779907,5.063472747802734,no_replan,0
0.4221470355987549,0.14791983298957348,0.13457251340150833,0.11374076802526766,0.03626557577562392,0.03124725614789703,117.52389526367188,23.811811438053848,18.541451454162598,35.45637772647751,5.859490576770274,3.621343413726187,117.89681869745255,23.95973127104342,18.70429675653577,35.568886881330805,5.895756152545898,3.660726561141516,0.08984523266553879,0.06045115925371647,0.06405249238014221,0.026494583419547725,0.014109471661885397,0.012946484941222433,0.652059795466506,0.08626184255559016,0.00791838722097602,cfm,100,6.219621658325195,4.42146625995636,4.704022169113159,no_replan,25
0.459089994430542,0.1597126140445471,0.12625155970454216,0.14152039451258383,0.036484750314501734,0.025419954564995642,101.05452728271484,20.636430207528175,16.27139186859131,27.395641747740356,4.707812630856564,2.9176493169481184,101.4193508028984,20.796142821572722,16.43014968186617,27.518612822502213,4.744297381171067,2.946170519909799,0.10884983837604523,0.05460457868874073,0.053495410829782486,0.029639226834073964,0.011836798818067833,0.009654887966957685,2.9509929026837636,0.24747860269026892,0.010138410972078744,cfm,100,6.369809150695801,4.870954449176788,5.27580714225769,no_replan,500
0.6089008450508118,0.171147146448493,0.14310666173696518,0.17203516949360906,0.0343305170166603,0.026584618366692313,99.82801055908203,20.436555155236274,15.969871044158936,28.20480355107462,4.202057946923499,2.6739781760329624,100.43691140413284,20.607702301684768,16.164495326578617,28.376838720568227,4.236388463940159,2.706623371434911,0.10483502596616745,0.05146867802366614,0.05023319646716118,0.02438458024147341,0.010072399567557653,0.008602181943240476,3.531273447945971,0.33134564971821606,0.010879000531150245,cfm,100,6.795571327209473,5.2956467366218565,5.517972469329834,no_replan,1000
0.24806028604507446,0.10143797356635333,0.09259073808789253,0.05945711009380234,0.01620270705277609,0.013097977317531859,96.22422790527344,24.174154992103578,19.229077339172363,20.369157710050683,3.5587035674971896,2.400255371628479,96.44868390262127,24.27559296566993,19.296086190268397,20.4234484455208,3.574906274549966,2.4101860871101066,0.0709657371044159,0.04871356854215264,0.051088545471429825,0.011857226460316651,0.007084541460701659,0.006854035376758867,0.05964797473974489,0.00917090052670461,0.004457144579467965,cfm,100,9.34067153930664,7.093248329162598,7.737364292144775,one_replan,0
0.44988518953323364,0.14782901227474213,0.12524735182523727,0.09897986815315893,0.024297852299298386,0.01902469844533736,86.79963684082031,19.33262147307396,15.84290885925293,20.014976590120646,3.147432714058933,2.1689366672752155,87.02980150282383,19.4804504853487,15.970883406698704,20.113956458273805,3.1717305663582325,2.1873046194726404,0.06903372704982758,0.04617459522560239,0.04737646132707596,0.015249228002020672,0.0073755009367349866,0.00682261136403404,0.07422896489517607,0.01671518757548459,0.009713475554643823,cfm,100,8.13239860534668,6.391282095909118,6.90695595741272,one_replan,25
0.40643638372421265,0.12994928140193224,0.10980495437979698,0.05907749163924153,0.018733914264743187,0.016206650212713898,88.15533447265625,17.960153343677522,14.677103996276855,16.108474461430585,2.6324532098709006,1.9564553438649686,88.32598158717155,18.090102625079453,14.807796843349934,16.167551953069825,2.6511871241356437,1.9677514248787389,0.06727227568626404,0.04211443983018398,0.04317799024283886,0.011590377677253506,0.005981861595705853,0.00582783428358706,0.16426777510210663,0.019945274398847964,0.009581405269124491,cfm,100,8.747642517089844,7.095712327957154,7.417508602142334,one_replan,500
0.3670312762260437,0.12213179038837552,0.09226255863904953,0.05923917539896109,0.016385982048985358,0.013684715951680708,87.10938262939453,17.944964933991432,13.904885292053223,14.059532063692165,2.446438520452969,1.677213463200005,87.47641390562057,18.06709672437981,14.093331299722195,14.118771239091126,2.462824502501954,1.7000073775336142,0.06563994288444519,0.040668418984860184,0.041598930954933167,0.009661329901891736,0.005421476467105929,0.005125631530457362,0.1142142415412001,0.016131371080747275,0.010969658804978966,cfm,100,9.138206481933594,7.543750100135803,7.86761736869812,one_replan,1000
