model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
ErgLoss w=100,2.459893147945404,3.002539291381836,0.0517470794916153,2.8895372343063355,0.09848943043500186,302.5765424827114
ErgLoss w=150,2.3267945981025697,2.876877479553223,0.05057812049984932,2.9042797470092774,0.11482905827462674,301.4601651742123
ErgLoss w=200,2.2454614305496214,2.7795654106140137,0.050691529288887975,2.8028924369812014,0.11843708470463753,302.58137004217133
ErgLoss w=300,2.1724955582618715,2.64999174118042,0.04957071103155613,2.8020205116271972,0.13953724645078183,302.2881794022396
ErgLoss w=400,2.1396187925338745,2.6652869367599488,0.048670324683189395,2.8602357864379884,0.14585146844387054,302.5856625754386
SVGD solver (Referenz),2.709295415878296,3.208130965232849,0.0475813801586628,2.7644769811630248,nan,nan
