modell,arm,autoritaet,r2,achsenabschnitt,spanne_erreicht,abs_fehler,rec_jsd,auc_rec
laenge,kond,-0.0003843837301274751,5.954830076815298e-07,6.712970549075815,8.69044542312622,0.4764568769129037,0.16114866542672748,0.1611461397808909
laenge,kond+kraft,0.5400616754887311,0.8451936133394242,2.9363095080576627,10.462063789367676,0.11748905491175246,0.19280444951463407,0.18757918133804571
laenge,kraft,0.5419930322393868,0.8471694581068352,2.926142875006952,10.49802827835083,0.11695078459136928,0.19315493924137228,0.18782786197741014
laenge_mitloss,kond,8.13979048386252e-05,0.001334064856093331,0.3380226335513896,0.05149933695793152,0.9571387491547227,0.9211618520878593,0.9211515212689236
laenge_mitloss,kond+kraft,0.3171821180127569,0.6353414487179989,4.228570407038048,5.448468208312988,0.17692424424684294,0.859919140959267,0.8688830537518365
laenge_mitloss,kraft,0.306924286062912,0.6530837716174596,4.223913224356182,5.169954299926758,0.18621029487706653,0.8584946578273923,0.8715472573847155
startpunkt,kraft,0.07915539478994318,0.16113988574522198,4.539212851193296,3.94901967048645,0.3656082039518159,0.18665931935337718,0.18022294912994627
