model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
2D_Laenge_L5,3.8297654247283934,7.19507266998291,0.04426213949918747,6.410973873138428,0.30581526160240174,670.1899989998492
SVGD solver (Referenz),0.9237945330142975,2.1883315348625185,0.03323005318641663,3.9587175273895263,nan,nan
