E_ergodic_exploit,E_ergodic_exploit_per_length,E_ergodic_explore,E_ergodic_explore_per_length,E_ergodic_total,E_ergodic_total_per_length,coverage,coverage_per_length,explore_exploit_ratio,knowledge_condition,method,path_len,replan_scheme,representation,shape,strategy,subvariant,svgd_iters,variant_id
0.20518608391284943,0.06604655856199612,2.986517906188965,0.9613187504048227,3.1917039901018143,1.0273653089668189,0.04741015285253525,0.015260671567464258,0.0687041197669172,ground_truth,particles,3.1066884994506836,no_replan,particles,A,niveau_svgd0,niveau_svgd0__no_replan,-1,particles_niveau_svgd0__no_replan
0.04065176844596863,0.004812004564050231,14.056424140930176,1.663877850979188,14.097075909376144,1.6686898555432383,0.04451354220509529,0.005269127923368434,0.002892041961624994,ground_truth,particles,8.447990417480469,replan_1_6,particles,A,niveau_svgd0,niveau_svgd0__replan_1_6,-1,particles_niveau_svgd0__replan_1_6
0.11072169244289398,0.03291079690684155,0.9538872241973877,0.2835324137027843,1.0646089166402817,0.3164432106096259,0.04013624042272568,0.011930052982506269,0.11607419581078524,ground_truth,particles,3.3642969131469727,no_replan,particles,A,niveau_svgd25,niveau_svgd25__no_replan,-1,particles_niveau_svgd25__no_replan
0.13136953115463257,0.015622271082834331,2.3242697715759277,0.2763987366176737,2.4556393027305603,0.2920210077005081,0.02792959474027157,0.0033213462545789102,0.05652077601368963,ground_truth,particles,8.40911865234375,replan_1_6,particles,A,niveau_svgd25,niveau_svgd25__replan_1_6,-1,particles_niveau_svgd25__replan_1_6
0.06962830573320389,0.02337316931345493,1.691296100616455,0.5677425251501309,1.760924406349659,0.5911156944635858,0.03673245385289192,0.012330529289223983,0.041168607736886104,ground_truth,particles,2.9789843559265137,no_replan,particles,A,ucb_tuned_svgd0,ucb_tuned_svgd0__no_replan,-1,particles_ucb_tuned_svgd0__no_replan
0.05595116317272186,0.0066372445264186305,6.663336753845215,0.7904428235140792,6.719287917017937,0.7970800680404979,0.024391012266278267,0.0028934003062351292,0.008396868601970942,ground_truth,particles,8.429878234863281,replan_1_6,particles,A,ucb_tuned_svgd0,ucb_tuned_svgd0__replan_1_6,-1,particles_ucb_tuned_svgd0__replan_1_6
0.1336739957332611,0.03393961922715744,0.8425887823104858,0.21393197891500243,0.976262778043747,0.24787159814215987,0.03345397487282753,0.008493912092553258,0.1586467782857374,ground_truth,particles,3.9385826587677,no_replan,particles,A,ucb_tuned_svgd25,ucb_tuned_svgd25__no_replan,-1,particles_ucb_tuned_svgd25__no_replan
0.03337758034467697,0.003949595045510319,2.9840927124023438,0.3531100118863877,3.0174702927470207,0.357059606931898,0.02102097123861313,0.002487427878188958,0.011185168679898806,ground_truth,particles,8.450886726379395,replan_1_6,particles,A,ucb_tuned_svgd25,ucb_tuned_svgd25__replan_1_6,-1,particles_ucb_tuned_svgd25__replan_1_6
0.2513720691204071,0.05602155797113,9.449275016784668,2.1058947001959396,9.700647085905075,2.1619162581670697,0.04821209982037544,0.010744697907162197,0.026602259821403972,ground_truth,particles,4.487059593200684,no_replan,particles,A,mass_tuned_svgd0,mass_tuned_svgd0__no_replan,-1,particles_mass_tuned_svgd0__no_replan
0.09581555426120758,0.011326853253675115,16.290557861328125,1.925791274063248,16.386373415589333,1.937118127316923,0.04579006880521774,0.005413081350220551,0.0058816619465600056,ground_truth,particles,8.459150314331055,replan_1_6,particles,A,mass_tuned_svgd0,mass_tuned_svgd0__replan_1_6,-1,particles_mass_tuned_svgd0__replan_1_6
0.11986344307661057,0.03183091149990649,0.647539496421814,0.17196045661831008,0.7674029394984245,0.20379136811821658,0.034991394728422165,0.009292307648352895,0.18510599544731132,ground_truth,particles,3.7656302452087402,no_replan,particles,A,mass_tuned_svgd25,mass_tuned_svgd25__no_replan,-1,particles_mass_tuned_svgd25__no_replan
0.06768658757209778,0.00800064425479495,17.651123046875,2.086386110767298,17.718809634447098,2.094386755022093,0.04191578924655914,0.004954501777231285,0.00383469014364393,ground_truth,particles,8.460142135620117,replan_1_6,particles,A,mass_tuned_svgd25,mass_tuned_svgd25__replan_1_6,-1,particles_mass_tuned_svgd25__replan_1_6
0.12980680167675018,0.026158265284266707,2.7096962928771973,0.5460496179960294,2.8395030945539474,0.572207883280296,0.04183577373623848,0.008430615758412096,0.04790455742880296,ground_truth,particles,4.962362766265869,no_replan,particles,A,eid_tuned_svgd0,eid_tuned_svgd0__no_replan,-1,particles_eid_tuned_svgd0__no_replan
0.12008833140134811,0.014218537453900768,11.606285095214844,1.3741917920021156,11.726373426616192,1.3884103294560164,0.037675641477108,0.004460820740790006,0.01034683625433769,ground_truth,particles,8.44589900970459,replan_1_6,particles,A,eid_tuned_svgd0,eid_tuned_svgd0__replan_1_6,-1,particles_eid_tuned_svgd0__replan_1_6
0.08566610515117645,0.019450776813740096,1.824591040611267,0.41427952215932123,1.9102571457624435,0.4337302989730613,0.04761646315455437,0.010811477839975037,0.046950852681199695,ground_truth,particles,4.4042510986328125,no_replan,particles,A,eid_tuned_svgd25,eid_tuned_svgd25__no_replan,-1,particles_eid_tuned_svgd25__no_replan
0.11470574885606766,0.01361007093400958,4.034008979797363,0.47864338894091524,4.148714728653431,0.4922534598749248,0.02776402421295643,0.0032942580709363293,0.02843467861140695,ground_truth,particles,8.42800521850586,replan_1_6,particles,A,eid_tuned_svgd25,eid_tuned_svgd25__replan_1_6,-1,particles_eid_tuned_svgd25__replan_1_6
0.12147931754589081,0.019322596793651742,23.24435806274414,3.6972660667442625,23.36583738029003,3.716588663537914,0.06774647533893585,0.010775808208428717,0.005226185090505761,none_known,particles,6.286904335021973,no_replan,particles,A,niveau_svgd0,niveau_svgd0__no_replan,-1,particles_niveau_svgd0__no_replan
0.07923847436904907,0.009390534563018223,15.662336349487305,1.856140113734023,15.741574823856354,1.8655306482970413,0.04987563565373421,0.005910750859204305,0.005059173331547237,none_known,particles,8.438121795654297,replan_1_6,particles,A,niveau_svgd0,niveau_svgd0__replan_1_6,-1,particles_niveau_svgd0__replan_1_6
0.09670377522706985,0.019519714679307482,20.183109283447266,4.073972640975974,20.279813058674335,4.093492355655281,0.05909021943807602,0.011927396020068096,0.004791321984585365,none_known,particles,4.954159259796143,no_replan,particles,A,niveau_svgd25,niveau_svgd25__no_replan,-1,particles_niveau_svgd25__no_replan
0.0805206298828125,0.009520316198260088,24.45233917236328,2.8911100303959594,24.532859802246094,2.9006303465942196,0.04793627932667732,0.005667721889685569,0.003292962252618317,none_known,particles,8.457768440246582,replan_1_6,particles,A,niveau_svgd25,niveau_svgd25__replan_1_6,-1,particles_niveau_svgd25__replan_1_6
0.1129363626241684,0.016875098101831534,33.72930145263672,5.039876065547093,33.84223781526089,5.056751163648924,0.07890673726797104,0.01179034724824318,0.0033483160860225828,none_known,particles,6.69248628616333,no_replan,particles,A,ucb_tuned_svgd0,ucb_tuned_svgd0__no_replan,-1,particles_ucb_tuned_svgd0__no_replan
0.07512012124061584,0.008888224973008936,17.726112365722656,2.0973565005136425,17.801232486963272,2.1062447254866514,0.03344261273741722,0.003956935382775503,0.004237822692914728,none_known,particles,8.451644897460938,replan_1_6,particles,A,ucb_tuned_svgd0,ucb_tuned_svgd0__replan_1_6,-1,particles_ucb_tuned_svgd0__replan_1_6
0.09777043759822845,0.019434156789617598,19.679227828979492,3.9117059156327554,19.77699826657772,3.931140072422373,0.06114766374230385,0.01215452557725159,0.004968204974701924,none_known,particles,5.030855655670166,no_replan,particles,A,ucb_tuned_svgd25,ucb_tuned_svgd25__no_replan,-1,particles_ucb_tuned_svgd25__no_replan
0.04756195843219757,0.005619726259314315,7.781186103820801,0.9193930888819577,7.828748062252998,0.925012815141272,0.03301020339131355,0.0039003504678623456,0.00611243039269337,none_known,particles,8.463394165039062,replan_1_6,particles,A,ucb_tuned_svgd25,ucb_tuned_svgd25__replan_1_6,-1,particles_ucb_tuned_svgd25__replan_1_6
