shape,ziel_laenge,laenge_frei_c,laenge_constr_c,rel_fehler_frei,rel_fehler_constr,abs_rel_fehler_constr,E_erg_frei,E_erg_constr,coverage_frei,coverage_constr,laenge_frei,laenge_constr
A,3.1823355197906493,4.546193599700928,3.182614803314209,0.4285714285714286,8.776055253223447e-05,8.776055253223447e-05,1.7781344652175903,1.8767740726470947,0.03515952080488205,0.038745321333408356,4.49434757232666,3.172377586364746
greek_upper_0,3.1823355197906493,4.546193599700928,3.182614803314209,0.4285714285714286,8.776055253223447e-05,8.776055253223447e-05,1.7781344652175903,1.8767740726470947,0.03515952080488205,0.038745321333408356,4.49434757232666,3.172377586364746
korean_5,4.299637126922607,6.142338752746582,4.302816390991211,0.4285714285714286,0.0007394261363817822,0.0007394261363817822,4.548631191253662,5.259180545806885,0.04358763247728348,0.04775106906890869,6.051522731781006,4.270222187042236
digit_5,3.4854626178741452,4.979232311248779,3.4861316680908203,0.4285714285714286,0.00019195449500553075,0.00019195449500553075,4.378968715667725,5.210009574890137,0.03747034817934036,0.04027283191680908,4.9241228103637695,3.4754700660705566
a_lc,2.7346912622451782,3.9067018032073975,2.734706401824951,0.4285714285714286,5.536120285976054e-06,5.536120285976054e-06,3.0569911003112793,3.0342087745666504,0.030457841232419014,0.033216916024684906,3.8267643451690674,2.7245898246765137
rand_gmm_10,7.481604480743408,10.688006401062012,7.667980194091797,0.4285714285714286,0.024911195697138844,0.024911195697138844,3.9329817295074463,3.64225172996521,0.053513865917921066,0.05456510931253433,10.527044296264648,7.557134628295898
rand_gmm_20,6.943903255462646,9.919861793518066,7.1212639808654785,0.4285714285714286,0.02554193497199231,0.02554193497199231,2.337354898452759,2.3929147720336914,0.056243713945150375,0.0542873777449131,9.813211441040039,7.058632850646973
rand_ana_poly_10,2.562812829017639,3.661161184310913,2.5628232955932617,0.4285714285714286,4.084018740746487e-06,4.084018740746487e-06,2.0186522006988525,2.378441572189331,0.02995975688099861,0.03664689511060715,3.597459077835083,2.5479187965393066
rand_ana_poly_20,2.464663219451904,3.5209474563598633,2.464672327041626,0.4285714285714288,3.6952674304924216e-06,3.6952674304924216e-06,1.2675954103469849,1.7180043458938599,0.03122500330209732,0.0365808829665184,3.4822335243225098,2.454334259033203
rand_ana_poly_30,3.2855898857116697,4.693699836730957,3.286090612411499,0.4285714285714286,0.00015240085258572122,0.00015240085258572122,4.534753799438477,4.013390064239502,0.036582477390766144,0.04037480428814888,4.61954402923584,3.276569366455078
rand_gmm_complex_0,7.441852569580077,10.631217956542969,7.71064567565918,0.4285714285714288,0.03611911195040918,0.03611911195040918,1.8467382192611694,1.5683016777038574,0.06248219311237335,0.05889539048075676,10.522509574890137,7.655027389526367
rand_gmm_complex_10,7.1406560897827145,10.200937271118164,7.2826762199401855,0.4285714285714286,0.019888946949942365,0.019888946949942365,2.034879446029663,2.2517106533050537,0.05254992097616196,0.05472477898001671,10.02839469909668,7.187955856323242
rand_gmm_complex_20,6.640635299682617,9.486621856689453,6.826590538024902,0.4285714285714286,0.02800262775327722,0.02800262775327722,3.8114492893218994,3.8296468257904053,0.05652495473623276,0.05645900219678879,9.376543045043945,6.771928787231445
rand_gmm_complex_30,6.781466960906982,9.687809944152832,6.973524570465088,0.4285714285714286,0.02832095336676521,0.02832095336676521,1.6305100917816162,1.212628960609436,0.051098570227622986,0.05098675563931465,9.565381050109863,6.909534454345703
rand_ana_poly_complex_0,3.2421469688415527,4.631638526916504,3.2422752380371094,0.4285714285714286,3.9563041647872055e-05,3.9563041647872055e-05,1.202082872390747,1.8943277597427368,0.034214477986097336,0.03850147873163223,4.594614028930664,3.2263007164001465
rand_ana_poly_complex_10,4.184938240051269,5.978483200073242,4.187085151672363,0.4285714285714286,0.0005130091528107172,0.0005130091528107172,1.1939423084259033,1.2479137182235718,0.04214731976389885,0.04625477269291878,5.919709205627441,4.158589839935303
rand_ana_poly_complex_20,2.8388657093048093,4.055522441864014,2.8388965129852295,0.4285714285714286,1.0850700094433563e-05,1.0850700094433563e-05,1.3162312507629395,1.6159327030181885,0.029768915846943855,0.032698847353458405,4.014719009399414,2.8239943981170654
rand_ana_poly_complex_30,3.7095735549926756,5.29939079284668,3.710883378982544,0.4285714285714286,0.0003530928745449913,0.0003530928745449913,3.2298314571380615,2.622650623321533,0.031792815774679184,0.03592349588871002,5.19134521484375,3.680492401123047
organic_0,4.801722049713135,6.859602928161621,4.809375762939453,0.4285714285714286,0.001593951742120403,0.001593951742120403,1.339992880821228,1.1935629844665527,0.04237578064203262,0.0452849417924881,6.7664361000061035,4.790412902832031
organic_10,4.147473096847534,5.924961566925049,4.149481296539307,0.4285714285714286,0.00048419836485469325,0.00048419836485469325,4.153406620025635,4.158400535583496,0.042235467582941055,0.04515800625085831,5.851215362548828,4.132651329040527
organic_20,3.3292207241058347,4.7560296058654785,3.3292887210845947,0.4285714285714286,2.0424292768383978e-05,2.0424292768383978e-05,1.5809216499328613,1.748277187347412,0.035858239978551865,0.038643769919872284,4.697603225708008,3.3119168281555176
organic_30,2.374709558486938,3.392442226409912,2.3747122287750244,0.4285714285714288,1.1244693385314974e-06,1.1244693385314974e-06,1.1446253061294556,1.3103913068771362,0.02583206072449684,0.027669209986925125,3.355243682861328,2.365598201751709
cjk_0,4.893464803695679,6.990664005279541,4.91499662399292,0.4285714285714286,0.004400117536552006,0.004400117536552006,4.9770612716674805,5.926784038543701,0.04989158362150192,0.056309472769498825,6.901492118835449,4.8790388107299805
cjk_10,4.542950773239135,6.489929676055908,4.545548915863037,0.4285714285714288,0.0005719064003966157,0.0005719064003966157,3.272678852081299,3.1133322715759277,0.03759004920721054,0.041222065687179565,6.401712894439697,4.509341239929199
cjk_20,4.783206272125244,6.833151817321777,4.848400115966797,0.4285714285714286,0.01362973707019055,0.01362973707019055,1.1706960201263428,1.2248300313949585,0.042721718549728394,0.04121442511677742,6.71861457824707,4.811004638671875
