model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
CFM (C75, ep432),4.65120466709137,5.155820002555847,0.05481347486376762,2.752205295562744,0.05766354486346245,293.994532530196
CFM + Ergodic Loss,3.9598473834991457,4.485773434638977,0.05342208050191402,2.834493885040283,0.062099544256925585,295.00618225429207
Selbstueberwacht,0.595793041586876,0.6751077377796173,0.041705267950892445,3.2460968923568725,0.07815675228834153,2.1432179328985512
SVGD solver (Referenz),2.709295415878296,3.208130965232849,0.0475813801586628,2.7644769811630248,nan,nan
