phi_model,param,svgd_iters,seed,n_exec,J,q,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,time_s
ucb,1.0648,25,0,6,0.2773724193706185,0.1503180501043432,0.04135880723595619,0.1503180501043432,0.07011605750769377,0.1541768465191126,3426.254765625,8.444136085510253,1.7635923165688292
niveau,0.9,50,0,6,0.2773901239038119,0.15003984491801353,0.041308377459645274,0.15003984491801353,0.05678115241229534,0.13198495119810105,3532.18421875,8.425019607543945,1.8375697464495897
niveau,0.4893,200,1,7,0.2775288115485042,0.12337275628916279,0.034002168998122216,0.12337275628916279,0.047881130166351794,0.1345781870931387,3457.745400390625,9.822154998779297,3.539013814835344
niveau,0.196,100,0,7,0.2775397494199468,0.12708459692477864,0.03557964988052845,0.12708459692477864,0.04461317919194698,0.15216554246842862,3382.57982421875,9.830232582092286,2.613788123792038
niveau,0.3133,100,0,7,0.2777460640755034,0.12728203233391533,0.0348350740224123,0.12728203233391533,0.06052278131246567,0.15127267956733703,3389.016103515625,9.829258232116699,2.616007935397017
ucb,1.0648,0,0,7,0.2777847429476921,0.1302672577408323,0.035866742730140684,0.1302672577408323,0.0451845321431756,0.12104436621069908,3626.076708984375,9.870835571289062,1.8793713017149523
ucb,0.1985,200,0,6,0.27783952536386164,0.1456002099984764,0.04118924595415592,0.1456002099984764,0.0432957924157381,0.17404595583677293,3016.9034765625,8.427739639282226,3.0598288413463153
niveau,0.8413,0,1,6,0.27792358949262214,0.15128320012284008,0.04164220578968525,0.15128320012284008,0.05103730484843254,0.1358764872699976,3562.135,8.44439380645752,1.660097342445515
niveau,0.4893,200,0,6,0.27795416346773283,0.14579664987066537,0.04018031686544418,0.14579664987066537,0.055906084068119526,0.15891675755381585,3368.983720703125,8.429852867126465,3.0393783992668615
ucb,1.4088,25,0,5,0.27800073537488257,0.17212800449760107,0.04699741080403328,0.17212800449760107,0.06536613509058953,0.16119033545255662,3350.759580078125,7.0345234870910645,1.4681827193203691
mass,0.53,0,1,6,0.2780252622879486,0.15134051781250196,0.04202035404741764,0.15134051781250196,0.0454618564248085,0.16345821999013424,3286.20642578125,8.459855918884278,1.6711861188616604
niveau,0.3133,25,0,7,0.278109064267761,0.13019017889434678,0.03575906656682491,0.13019017889434678,0.057701391950249675,0.13972280010581017,3451.5843359375,9.8478609085083,1.979721343353546
niveau,0.196,25,1,7,0.27814077135182513,0.13000203261900287,0.035756731778383254,0.13000203261900287,0.04343982364982366,0.14555439233779907,3489.729443359375,9.842423439025879,2.03468468320556
mass,0.47,50,1,7,0.2783755827193544,0.1297551187778225,0.036586472764611244,0.1297551187778225,0.05506772443652153,0.13680860646069049,3400.838623046875,9.834320335388183,2.1551159853829693
