phi_model,param,svgd_iters,seed,shape,n_exec,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,n_obs,plan_s,svgd_s
mass,0.23,0,0,cjk_10,11,0.021640047430992126,0.06866278908683401,0.13124318420886993,0.12656092643737793,3623.131103515625,15.464737892150879,704,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,cjk_20,11,0.028878066688776016,0.09707479647332296,0.025109220296144485,0.09599006921052933,3527.4892578125,15.475123405456543,704,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,A,12,0.016763675957918167,0.06723732473932036,0.11451490223407745,0.10688196122646332,3639.176025390625,16.91534423828125,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,greek_upper_0,12,0.01741311140358448,0.06984214137184813,0.0030102564487606287,0.07436642795801163,3762.6259765625,16.917570114135742,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,korean_5,12,0.022320467978715897,0.073034437178442,0.03423106670379639,0.11021687835454941,3784.0341796875,16.926301956176758,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,digit_5,12,0.025369755923748016,0.09298794824854775,0.06301575899124146,0.12496283650398254,3450.88623046875,16.928504943847656,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,a_lc,12,0.01834852807223797,0.08544193159518328,0.011264340952038765,0.08516021072864532,3822.55322265625,16.88360023498535,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_10,12,0.04433771222829819,0.13185110230662164,0.12339185923337936,0.03986496850848198,2833.3095703125,16.90593910217285,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_20,12,0.032280828803777695,0.10577568158534295,0.041660841554403305,0.036171723157167435,3248.0126953125,16.864704132080078,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_10,12,0.01609053462743759,0.0508137742530901,0.0519123375415802,0.23122753202915192,3627.52880859375,16.890167236328125,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_20,12,0.023665063083171844,0.09958861122048411,0.03251299262046814,0.1123863086104393,3703.048828125,16.90926170349121,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_30,12,0.015185103751718998,0.05451265869066706,0.031337447464466095,0.10984635353088379,3631.736083984375,16.874523162841797,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_complex_0,12,0.024691635742783546,0.07967013675533223,0.018313100561499596,0.037787988781929016,3813.027587890625,16.9165096282959,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_complex_10,12,0.025018762797117233,0.07307143386859316,0.06440246850252151,0.024065233767032623,3837.878173828125,16.90963363647461,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_complex_20,12,0.026900844648480415,0.07892058952981425,0.02473587729036808,0.04089927673339844,3551.86279296875,16.913619995117188,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_gmm_complex_30,12,0.028991105034947395,0.08790826830898003,0.10933999717235565,0.028522474691271782,3672.205078125,16.897109985351562,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_complex_0,12,0.020481456071138382,0.08919656093288074,0.04336847364902496,0.18323290348052979,3676.326904296875,16.907711029052734,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_complex_10,12,0.020824499428272247,0.07314744939143263,0.04368355870246887,0.12941256165504456,3565.84033203125,16.91082763671875,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_complex_20,12,0.02380480244755745,0.10451333238863224,0.08865343779325485,0.11595481634140015,3628.404296875,16.906986236572266,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,rand_ana_poly_complex_30,12,0.02079140953719616,0.09304745327980952,0.01770569570362568,0.18219435214996338,3640.7314453125,16.88302230834961,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,organic_0,12,0.0328652486205101,0.10306874397747165,0.039242103695869446,0.1949339210987091,3532.145751953125,16.91311264038086,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,organic_10,12,0.0237081628292799,0.08460277142337548,0.03895384073257446,0.1451946347951889,3769.626708984375,16.88112449645996,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,organic_20,12,0.01962932199239731,0.07778617135518792,0.0232305359095335,0.059570975601673126,3659.293212890625,16.91901206970215,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,organic_30,12,0.013626305386424065,0.08067749061831554,0.08772332221269608,0.05744147300720215,3661.06787109375,16.867055892944336,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,cjk_0,12,0.03195168077945709,0.10415222429380683,0.03911007568240166,0.24690237641334534,3345.08349609375,16.933979034423828,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,cjk_10,12,0.020924655720591545,0.0663928869397918,0.0062465788796544075,0.1248578205704689,3685.531005859375,16.876981735229492,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,0,cjk_20,12,0.028557391837239265,0.09599683490884114,0.06682923436164856,0.10219603776931763,3537.89990234375,16.88802719116211,768,3.350214474350214,0.0006867773830890655
mass,0.23,0,1,A,1,0.11314021050930023,0.45379337408962944,0.05150638148188591,0.3120952546596527,1115.83837890625,1.411076307296753,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,greek_upper_0,1,0.20945636928081512,0.8401072625960097,0.515300452709198,0.27068597078323364,1056.288818359375,1.412738561630249,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,korean_5,1,0.14780113101005554,0.48361765658094386,0.1093098446726799,0.22877006232738495,1129.8271484375,1.410808801651001,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,digit_5,1,0.13246433436870575,0.4855224743224802,0.1846851110458374,0.3282631039619446,1065.278564453125,1.412315845489502,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,a_lc,1,0.14120203256607056,0.6575227375249357,0.038216326385736465,0.22800800204277039,975.245361328125,1.4037623405456543,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_10,1,0.2073594629764557,0.6166437642604591,0.15303654968738556,0.23285570740699768,1042.36669921875,1.4035735130310059,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_20,1,0.2650987207889557,0.8686579284969532,0.3765985369682312,0.28221291303634644,1190.83251953125,1.4123424291610718,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_10,1,0.14383234083652496,0.45422133364654965,0.16297976672649384,0.2947912812232971,1001.10791015625,1.4005802869796753,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_20,1,0.14678698778152466,0.6177170205303719,0.27338907122612,0.2554623484611511,1138.830322265625,1.411695957183838,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_30,1,0.306483656167984,1.1002387086793373,0.5015262961387634,0.2926487922668457,1052.7275390625,1.4026689529418945,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_0,1,0.2559552788734436,0.8258663898788592,0.4468575417995453,0.23034127056598663,961.53759765625,1.404318928718567,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_10,1,0.21061618626117706,0.615139399611407,0.167181596159935,0.19454319775104523,998.5341796875,1.4030766487121582,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_20,1,0.2168964147567749,0.6363217639887274,0.17793725430965424,0.22420191764831543,1058.17822265625,1.4125583171844482,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_30,1,0.19847168028354645,0.6018156845373164,0.19917944073677063,0.2685716450214386,999.1201171875,1.4095317125320435,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_0,1,0.18734748661518097,0.8158966553672492,0.30068355798721313,0.4039149582386017,1146.450927734375,1.4117028713226318,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_10,1,0.196806862950325,0.6912972913049227,0.19413317739963531,0.4492351710796356,1117.86328125,1.4107871055603027,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_20,1,0.22244596481323242,0.976633564183215,0.5176196098327637,0.2611452043056488,1110.9716796875,1.4120732545852661,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_30,1,0.15665747225284576,0.7010866100396894,0.1604515016078949,0.4474850296974182,1020.69287109375,1.4073705673217773,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_0,1,0.21002306044101715,0.6586535612711355,0.14140455424785614,0.4448487460613251,1068.9853515625,1.407759428024292,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_10,1,0.1545247584581375,0.5514228543656073,0.04348137974739075,0.46007564663887024,1018.32080078125,1.409461498260498,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_20,1,0.17474396526813507,0.6924673216373329,0.2635616660118103,0.30606383085250854,1217.46923828125,1.4123647212982178,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_30,1,0.15537479519844055,0.9199301077189858,0.3109019696712494,0.21573451161384583,1126.916748046875,1.4093782901763916,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_0,1,0.1575349122285843,0.5135132522695249,0.03859024867415428,0.2845584750175476,1095.6298828125,1.4075430631637573,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_10,1,0.2054632306098938,0.6519245631718047,0.1441192924976349,0.2504113018512726,1019.75,1.4121768474578857,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_20,1,0.15031692385673523,0.5052964572437946,0.07917999476194382,0.18571604788303375,991.282470703125,1.40175199508667,64,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,A,2,0.09671766310930252,0.3879242797840356,0.07001575827598572,0.31883835792541504,1807.420166015625,2.8189821243286133,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,greek_upper_0,2,0.17972439527511597,0.7208554710211451,0.3142378628253937,0.23239798843860626,1741.8564453125,2.802997589111328,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,korean_5,2,0.09489920735359192,0.31051813986870486,0.0839080736041069,0.18687310814857483,1695.58837890625,2.822570323944092,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,digit_5,2,0.09330637753009796,0.3419965344209902,0.10105010122060776,0.19302402436733246,1769.4150390625,2.8237080574035645,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,a_lc,2,0.0589345321059227,0.27443510678152194,0.07222454249858856,0.17843635380268097,1806.787109375,2.8005099296569824,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_10,2,0.16027475893497467,0.47662368163454494,0.15768598020076752,0.22082406282424927,1368.77685546875,2.8066296577453613,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_20,2,0.23712292313575745,0.7769886878263301,0.22384113073349,0.27197888493537903,1469.2705078125,2.8208446502685547,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_10,2,0.1354183554649353,0.42765003796618695,0.2652609348297119,0.2990570068359375,1916.630615234375,2.799314498901367,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_20,2,0.1120958998799324,0.4717280893491982,0.21746036410331726,0.21911965310573578,1969.181884765625,2.824045181274414,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_30,2,0.12364596873521805,0.4438738517922088,0.1353597193956375,0.33654457330703735,2095.280517578125,2.8146369457244873,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_0,2,0.20658211410045624,0.6665587267299286,0.2856062948703766,0.20717334747314453,1527.98583984375,2.816452980041504,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_10,2,0.1446741670370102,0.4225448282501319,0.09582895040512085,0.12803874909877777,1561.331787109375,2.8073368072509766,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_20,2,0.1923607587814331,0.5643400675261196,0.14632074534893036,0.21894362568855286,1346.555419921875,2.8114140033721924,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_30,2,0.15053172409534454,0.4564497688113362,0.1755952537059784,0.220598965883255,1715.43212890625,2.821850538253784,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_0,2,0.1352727860212326,0.5891117925891085,0.19375154376029968,0.4583721160888672,1882.6806640625,2.8221678733825684,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_10,2,0.15044455230236053,0.5284465690835902,0.17370936274528503,0.3919147253036499,1535.31298828125,2.807770013809204,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_20,2,0.11976204812526703,0.5258069572656215,0.23898926377296448,0.26998355984687805,1581.98291015625,2.8146815299987793,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_30,2,0.12944640219211578,0.5793093555615959,0.15112607181072235,0.42306631803512573,1404.435546875,2.8003644943237305,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_0,2,0.11942526698112488,0.37452971705916493,0.09553506970405579,0.43749430775642395,1698.40869140625,2.8201770782470703,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_10,2,0.10714804381132126,0.38235866373566535,0.039652690291404724,0.40025484561920166,1786.208984375,2.8202013969421387,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_20,2,0.10004648566246033,0.39645959652802326,0.1714727282524109,0.21371102333068848,2166.388671875,2.825514316558838,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_30,2,0.12685437500476837,0.7510687863737402,0.21002086997032166,0.1730019450187683,1834.72265625,2.8214664459228516,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_0,2,0.11299216747283936,0.3683182005761924,0.0876445323228836,0.2468794584274292,1697.59423828125,2.8058481216430664,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_10,2,0.16072088479995728,0.5099593358129192,0.16231520473957062,0.28972914814949036,1607.74169921875,2.8231520652770996,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_20,2,0.11328942328691483,0.38082700710819356,0.06750833243131638,0.2052418440580368,1435.388671875,2.8036279678344727,128,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,A,3,0.09071805328130722,0.3638604816453227,0.09580643475055695,0.314765065908432,1897.612548828125,4.230312347412109,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,greek_upper_0,3,0.14267008006572723,0.5722345461726185,0.22327131032943726,0.27067723870277405,2021.025390625,4.213170051574707,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,korean_5,3,0.0646989569067955,0.21170039571867114,0.09503232687711716,0.16405664384365082,2000.907958984375,4.233341217041016,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,digit_5,3,0.06459316611289978,0.23675379478498412,0.025725334882736206,0.18968936800956726,2273.65625,4.225826740264893,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,a_lc,3,0.049355149269104004,0.2298276608956621,0.04709719493985176,0.16848458349704742,2402.459716796875,4.203681945800781,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_10,3,0.1550886183977127,0.4612011820920761,0.1651320606470108,0.21797321736812592,1495.418701171875,4.2195587158203125,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_20,3,0.1390644758939743,0.4556772631646997,0.21200010180473328,0.18250997364521027,2214.877685546875,4.230557918548584,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_10,3,0.08056896179914474,0.254436109890747,0.22808314859867096,0.22146852314472198,2665.58447265625,4.21267032623291,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_20,3,0.083700031042099,0.3522310429217257,0.15677271783351898,0.2502173185348511,2330.85400390625,4.23374080657959,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_30,3,0.09255551546812057,0.33226294052032757,0.08597896248102188,0.303943395614624,2424.45703125,4.226721286773682,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_0,3,0.18164362013339996,0.5860920761797282,0.21946047246456146,0.19755209982395172,1802.31298828125,4.226607322692871,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_10,3,0.1246284618973732,0.3639980316184024,0.10000820457935333,0.10068165510892868,1809.322021484375,4.217917442321777,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_20,3,0.16431550681591034,0.4820620629670224,0.11705582588911057,0.1957084685564041,1785.999267578125,4.224967956542969,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_30,3,0.13430872559547424,0.4072575871685999,0.12365370243787766,0.2038910686969757,1981.519287109375,4.2332563400268555,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_0,3,0.1026410385966301,0.4470008197463874,0.0917593464255333,0.39356938004493713,2210.78125,4.230428218841553,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_10,3,0.10970118641853333,0.3853327667908098,0.15904881060123444,0.37222570180892944,1842.4287109375,4.219608306884766,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_20,3,0.08110033720731735,0.3560653997466055,0.05720176547765732,0.26125138998031616,2409.91748046875,4.226470470428467,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_30,3,0.1030149906873703,0.461021294201092,0.0806424543261528,0.2655468285083771,2056.26806640625,4.200599670410156,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_0,3,0.08292166888713837,0.2600507411156316,0.03522524982690811,0.3574901223182678,2261.83837890625,4.221146583557129,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_10,3,0.09780757129192352,0.34902711176197204,0.059357937425374985,0.3691852390766144,1944.5166015625,4.225067138671875,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_20,3,0.05968835577368736,0.23653026181544792,0.06901315599679947,0.12997499108314514,2615.400390625,4.235143184661865,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_30,3,0.060026608407497406,0.35540052855927234,0.1471875011920929,0.11054801195859909,2235.93603515625,4.230677127838135,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_0,3,0.07594844698905945,0.2475675611611823,0.0665561854839325,0.2097867876291275,2450.807373046875,4.204593658447266,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_10,3,0.11697421222925186,0.3711533298856291,0.12687905132770538,0.2645720839500427,1947.46337890625,4.2322540283203125,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_20,3,0.10074762254953384,0.3386672334948363,0.07578340172767639,0.19982370734214783,1758.7255859375,4.213085174560547,192,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,A,4,0.08259886503219604,0.33129527946081583,0.16549810767173767,0.261104941368103,2116.80224609375,5.6420416831970215,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,greek_upper_0,4,0.14006130397319794,0.5617710221969766,0.2110285609960556,0.26856401562690735,2066.673828125,5.624044418334961,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,korean_5,4,0.05852410942316055,0.19149577854576802,0.08882512897253036,0.16736344993114471,2382.78857421875,5.6451640129089355,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,digit_5,4,0.04965847730636597,0.1820135728441747,0.038433924317359924,0.17578786611557007,2616.314208984375,5.637414932250977,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,a_lc,4,0.039247460663318634,0.18276010130500378,0.034773148596286774,0.1757376492023468,2573.289306640625,5.598625183105469,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_10,4,0.1533435732126236,0.4560117819253708,0.18317341804504395,0.21141669154167175,1542.5771484375,5.625871658325195,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_20,4,0.08279676735401154,0.27130296291862066,0.13314276933670044,0.0966070145368576,2857.2900390625,5.637516975402832,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_10,4,0.052717726677656174,0.16648214149246832,0.10741112381219864,0.19270671904087067,3062.36181640625,5.599326133728027,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_20,4,0.04564204066991806,0.1920733288396866,0.0867195725440979,0.4081144332885742,2685.2861328125,5.62681770324707,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_30,4,0.06366856396198273,0.22856233011852625,0.07925029844045639,0.25490644574165344,2678.22412109375,5.63638973236084,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_0,4,0.17015188932418823,0.5490128087442792,0.21586333215236664,0.18093426525592804,1929.303466796875,5.633787155151367,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_10,4,0.07195939123630524,0.2101693013594489,0.0384795181453228,0.0679224282503128,2438.74169921875,5.6305742263793945,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_20,4,0.13738326728343964,0.40304936842024275,0.11170488595962524,0.1781463325023651,2010.83203125,5.638134956359863,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_30,4,0.06913021951913834,0.20962008445077984,0.05228380113840103,0.06640928983688354,2844.82763671875,5.645660877227783,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_0,4,0.09988632798194885,0.4350040792636092,0.1839284598827362,0.3883611261844635,2367.53515625,5.639766216278076,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_10,4,0.0793500542640686,0.2787223817062456,0.09732185304164886,0.3323856592178345,2336.75390625,5.631753921508789,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_20,4,0.054886579513549805,0.24097571660223202,0.035126861184835434,0.24998976290225983,2776.670654296875,5.632444381713867,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_30,4,0.09665855765342712,0.43257445394747895,0.11412864178419113,0.2553735077381134,2447.14892578125,5.613468647003174,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_0,4,0.07103712111711502,0.2227795971927424,0.0345660001039505,0.3320269286632538,2552.34619140625,5.624241828918457,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_10,4,0.09171318262815475,0.327279236365686,0.052073780447244644,0.36415424942970276,2410.33544921875,5.6377458572387695,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_20,4,0.04626224935054779,0.1833259068577056,0.023382488638162613,0.14320921897888184,3055.43798828125,5.629389762878418,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_30,4,0.03376120701432228,0.19989053414836097,0.11901959776878357,0.23071400821208954,2403.887939453125,5.641127586364746,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_0,4,0.0687803104519844,0.2242017366985746,0.055045779794454575,0.2276146113872528,2537.651123046875,5.617251396179199,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_10,4,0.09767188131809235,0.3099079984942062,0.1034219041466713,0.23836936056613922,2136.912109375,5.641214370727539,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,cjk_20,4,0.06861469149589539,0.23065107799036672,0.03777823597192764,0.1836041659116745,2057.105224609375,5.621936798095703,256,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,A,5,0.044108517467975616,0.17691458127734938,0.034292373806238174,0.1967151015996933,2696.539794921875,7.053390026092529,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,greek_upper_0,5,0.1040906086564064,0.4174963817072891,0.21624597907066345,0.2288712114095688,2489.03515625,7.035586357116699,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,korean_5,5,0.052934058010578156,0.17320466300527754,0.14834663271903992,0.15544690191745758,2675.974853515625,7.058547019958496,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,digit_5,5,0.04352615028619766,0.15953671065801542,0.1554427146911621,0.1463034451007843,2802.33837890625,7.048502445220947,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,a_lc,5,0.03696155175566673,0.17211551598723493,0.04369989410042763,0.15748544037342072,3025.172119140625,7.004607200622559,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_10,5,0.11885509639978409,0.3534502500800956,0.16376101970672607,0.18370911478996277,1715.290771484375,7.034877777099609,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_20,5,0.05384787544608116,0.17644515145055173,0.02878326177597046,0.046639516949653625,3162.42431640625,7.032569885253906,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_10,5,0.0471109114587307,0.14877586575894164,0.12732943892478943,0.15470480918884277,3231.768798828125,7.011849403381348,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_20,5,0.04171879589557648,0.17556331586479906,0.0815359503030777,0.4132346212863922,2757.47119140625,7.023317813873291,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_30,5,0.061194632202386856,0.2196812187451789,0.10305649787187576,0.2550677955150604,2973.026611328125,7.04931640625,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_0,5,0.10131385177373886,0.3268997044224699,0.16794267296791077,0.12562714517116547,2230.94482421875,7.045919418334961,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_10,5,0.05911774933338165,0.1726631626793317,0.026688791811466217,0.05502317100763321,2619.09619140625,7.042935371398926,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_20,5,0.12457186728715897,0.36546381102898645,0.11118565499782562,0.16731086373329163,2128.639892578125,7.045854091644287,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_gmm_complex_30,5,0.0638149306178093,0.1935028015009054,0.054954253137111664,0.060984425246715546,2953.109619140625,7.050318717956543,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_0,5,0.06206018105149269,0.2702715422887122,0.11739759147167206,0.37787002325057983,2946.814208984375,7.0506768226623535,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_10,5,0.06110944226384163,0.21465101001488482,0.07335294038057327,0.2712360918521881,2596.000244140625,7.044960975646973,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_20,5,0.049370210617780685,0.21675648196451772,0.02250250056385994,0.29848524928092957,2808.33251953125,7.023649215698242,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,rand_ana_poly_complex_30,5,0.0809650719165802,0.36234165523875117,0.11487498879432678,0.4170920252799988,2629.9365234375,7.025826454162598,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_0,5,0.06818381696939468,0.21383134677519602,0.014361666515469551,0.3202926218509674,2855.4931640625,7.036407470703125,320,3.3062651865929364,0.0006854430027306079
mass,0.23,0,1,organic_10,5,0.08292680978775024,0.2959249935924228,0.04742559790611267,0.40640729665756226,2590.6708984375,7.050689220428467,320,3.3062651865929364,0.0006854430027306079
