phi_model,param,svgd_iters,seed,n_exec,q,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,time_s,J
niveau,0.4307,0,1,5,0.18304712313702506,0.050267729386687277,0.18304712313702506,0.05758388720452785,0.17994890227913857,3289.92296875,7.0465544319152835,1.4122100428561684,0.28304712313702507
niveau,0.4307,0,1,6,0.15351759741171012,0.04201229974627495,0.15351759741171012,0.05926544591784477,0.15177438251674175,3469.1896484375,8.453732109069824,1.694652051427402,0.2735175974117101
niveau,0.4307,0,1,7,0.13386315573985874,0.036696463078260425,0.13386315573985874,0.0551820208132267,0.13860585175454618,3608.173720703125,9.86339282989502,1.9770940599986357,0.27386315573985875
niveau,0.4307,0,1,8,0.1166022542560311,0.03197394512593746,0.1166022542560311,0.06086545050144196,0.12208552032709122,3716.567109375,11.269938850402832,2.259536068569869,0.27660225425603113
niveau,0.4307,0,1,9,0.10031904850844592,0.027615472301840784,0.10031904850844592,0.05990287762135267,0.10231695860624314,3787.019140625,12.676004753112792,2.5419780771411027,0.2803190485084459
niveau,0.4307,0,1,10,0.09010325554128527,0.02493258334696293,0.09010325554128527,0.04374935206025839,0.08925598837435246,3825.015556640625,14.082339935302734,2.8244200857123367,0.2901032555412853
niveau,0.4307,0,1,11,0.08174873061370734,0.022621060572564602,0.08174873061370734,0.05659959070384502,0.0817594513297081,3849.28259765625,15.48833469390869,3.1068620942835703,0.3017487306137073
niveau,0.4307,0,1,12,0.07550160631759101,0.020872244574129582,0.07550160631759101,0.04594276748597622,0.07797950215637683,3878.28208984375,16.893060455322267,3.389304102854804,0.315501606317591
mass,0.65,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.1989547374844551,0.28075790882110596,1097.49146484375,1.4098540258407593,0.27374307628643385,0.647575694660018
mass,0.65,0,0,2,0.4395115011991754,0.12367415696382522,0.4395115011991754,0.15107180461287498,0.2641696661710739,1692.0899609375,2.817507419586182,0.5474861525728677,0.4795115011991754
mass,0.65,0,0,3,0.3263613109902319,0.09145286649465562,0.3263613109902319,0.1243305541574955,0.22335430070757867,2253.447041015625,4.228138542175293,0.8212292288593016,0.3863613109902319
mass,0.65,0,0,4,0.26412476068296853,0.07400619216263295,0.26412476068296853,0.10339049078524112,0.20079442337155343,2605.495888671875,5.639532566070557,1.0949723051457354,0.34412476068296854
mass,0.65,0,0,5,0.2030824922699937,0.05709707722067833,0.2030824922699937,0.08586680851876735,0.18728957548737526,2864.24056640625,7.050234851837158,1.3687153814321693,0.30308249226999373
mass,0.65,0,0,6,0.16666057078918212,0.04627317108213901,0.16666057078918212,0.06610055878758431,0.17268552258610725,3166.4991015625,8.460696907043458,1.6424584577186032,0.2866605707891821
mass,0.65,0,0,7,0.1337536389988153,0.037370455116033555,0.1337536389988153,0.057998572811484336,0.14268737308681012,3449.543427734375,9.871807403564453,1.9162015340050371,0.27375363899881533
mass,0.65,0,0,8,0.12175115828957211,0.03378695622086525,0.12175115828957211,0.06199410684406757,0.13060728535056115,3561.9513671875,11.283509635925293,2.189944610291471,0.2817511582895721
mass,0.65,0,0,9,0.11028871322854426,0.030795679464936256,0.11028871322854426,0.06475418236106634,0.11807025730609894,3644.084541015625,12.693317108154297,2.463687686577905,0.29028871322854427
mass,0.65,0,0,10,0.09734525783841173,0.026884560659527778,0.09734525783841173,0.06897554095834493,0.10609111741185188,3760.829248046875,14.10397590637207,2.7374307628643386,0.29734525783841176
mass,0.65,0,0,11,0.09019655417076818,0.02487492360174656,0.09019655417076818,0.06091420624405146,0.09525693431496621,3820.85419921875,15.512615966796876,3.0111738391507723,0.3101965541707682
mass,0.65,0,0,12,0.0848134023796354,0.023343141674995422,0.0848134023796354,0.04886255547404289,0.08178917773067951,3854.358330078125,16.9219970703125,3.2849169154372064,0.3248134023796354
ucb,0.1985,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.19877572625875473,0.28075790882110596,1097.49146484375,1.4098540258407593,0.24076392771986624,0.647575694660018
ucb,0.1985,0,0,2,0.42833604845789686,0.12123681217432022,0.42833604845789686,0.14617264688014983,0.26196015894412994,1717.75099609375,2.818666353225708,0.4815278554397325,0.46833604845789684
ucb,0.1985,0,0,3,0.31244706060570926,0.08743209227919578,0.31244706060570926,0.08358493573963642,0.23448899745941162,2243.639736328125,4.228312339782715,0.7222917831595987,0.37244706060570926
ucb,0.1985,0,0,4,0.24498886621958474,0.06873572453856468,0.24498886621958474,0.10051871582865715,0.22683286413550377,2592.182470703125,5.637826328277588,0.963055710879465,0.3249888662195847
ucb,0.1985,0,0,5,0.2007435739691367,0.05610818900167942,0.2007435739691367,0.0829336927831173,0.19973568990826607,2835.788037109375,7.049071006774902,1.2038196385993314,0.3007435739691367
ucb,0.1985,0,0,6,0.1555397185847949,0.04297463096678257,0.1555397185847949,0.07697533171623945,0.16477516375482082,3075.6198046875,8.456817054748536,1.4445835663191975,0.27553971858479487
ucb,0.1985,0,0,7,0.1337728512929563,0.03710503377020359,0.1337728512929563,0.05967186197638512,0.14830151170492173,3185.165234375,9.864047241210937,1.6853474940390638,0.2737728512929563
ucb,0.1985,0,0,8,0.1183042212555197,0.032913574278354646,0.1183042212555197,0.04938251916319132,0.1415642561763525,3303.1643359375,11.273536872863769,1.92611142175893,0.2783042212555197
ucb,0.1985,0,0,9,0.1046973849585005,0.029244313910603524,0.1046973849585005,0.05494670011103153,0.13104198239743708,3430.021201171875,12.683707313537598,2.1668753494787962,0.2846973849585005
ucb,0.1985,0,0,10,0.09632106493245184,0.026898720860481264,0.09632106493245184,0.056814241260290145,0.12605905964970587,3512.078623046875,14.09276885986328,2.4076392771986628,0.29632106493245186
ucb,0.1985,0,0,11,0.09012775366242635,0.02515560921281576,0.09012775366242635,0.040701878517866136,0.12109605967998505,3566.133369140625,15.501785125732422,2.6484032049185284,0.31012775366242634
ucb,0.1985,0,0,12,0.08347497813708554,0.023309825509786605,0.08347497813708554,0.05650937480852008,0.11276537150144578,3619.464736328125,16.911660232543944,2.889167132638395,0.32347497813708553
ucb,0.3474,0,1,1,0.6774123094926897,0.18667216956615448,0.6774123094926897,0.22527129381895064,0.29410561561584475,1068.801865234375,1.4085367298126221,0.27456339989323164,0.6974123094926897
ucb,0.3474,0,1,2,0.44057286032799275,0.12294558614492417,0.44057286032799275,0.15317325763404369,0.2639408096671104,1809.586455078125,2.8192918205261233,0.5491267997864633,0.48057286032799273
ucb,0.3474,0,1,3,0.30897708512945665,0.0869265116751194,0.30897708512945665,0.11284687206149101,0.2488492488861084,2329.95455078125,4.229488658905029,0.823690199679695,0.36897708512945665
ucb,0.3474,0,1,4,0.22975398767001323,0.06433606028556824,0.22975398767001323,0.07839591547846794,0.2156831920146942,2733.2056640625,5.638687171936035,1.0982535995729266,0.3097539876700132
ucb,0.3474,0,1,5,0.18302078885403325,0.05133079409599304,0.18302078885403325,0.06389193654060364,0.19309760868549347,3001.5065625,7.048164863586425,1.3728169994661585,0.28302078885403326
ucb,0.3474,0,1,6,0.15392589570153517,0.042955959290266035,0.15392589570153517,0.06478634670376777,0.16371369794011115,3235.033173828125,8.456957969665527,1.64738039935939,0.27392589570153514
ucb,0.3474,0,1,7,0.13414380072510007,0.03757184699177742,0.13414380072510007,0.06342290118336677,0.15077971220016478,3358.844501953125,9.8675146484375,1.9219437992526218,0.2741438007251001
ucb,0.3474,0,1,8,0.12155683943666908,0.03410929977893829,0.12155683943666908,0.04527133841067552,0.13450969010591507,3463.892587890625,11.275930061340333,2.196507199145853,0.2815568394366691
ucb,0.3474,0,1,9,0.11096768243086026,0.031226829253137113,0.11096768243086026,0.06571732308715582,0.1263441313058138,3542.801748046875,12.68531177520752,2.471070599039085,0.29096768243086024
ucb,0.3474,0,1,10,0.10442347801372195,0.029413575641810893,0.10442347801372195,0.06086000923067331,0.12267889700829983,3585.2412890625,14.094640159606934,2.745633998932317,0.30442347801372194
ucb,0.3474,0,1,11,0.09302292071489923,0.025922580137848854,0.09302292071489923,0.05827843517065048,0.11381019547581672,3642.85052734375,15.503750762939454,3.020197398825548,0.31302292071489923
ucb,0.3474,0,1,12,0.08570333699765702,0.023754462786018848,0.08570333699765702,0.05613430887460709,0.1069037066400051,3689.793935546875,16.91184684753418,3.29476079871878,0.325703336997657
mass,0.41,0,1,1,0.6774123094926897,0.18667216956615448,0.6774123094926897,0.22527129381895064,0.29410561561584475,1068.801865234375,1.4085367298126221,0.27794472658541053,0.6974123094926897
mass,0.41,0,1,2,0.47129584796056073,0.13021378129720687,0.47129584796056073,0.14511780366301535,0.2718846270442009,1696.501611328125,2.8161618232727053,0.5558894531708211,0.5112958479605607
mass,0.41,0,1,3,0.3132752851497635,0.08740610644221306,0.3132752851497635,0.10681588649749756,0.25162547290325166,2223.03728515625,4.225187950134277,0.8338341797562316,0.3732752851497635
mass,0.41,0,1,4,0.2427698799917389,0.06857066586613655,0.2427698799917389,0.09296658247709275,0.21856483846902847,2588.02013671875,5.63341215133667,1.1117789063416421,0.3227698799917389
mass,0.41,0,1,5,0.19607476617281094,0.05568109579384327,0.19607476617281094,0.06513667717576027,0.1874801543354988,2896.2544921875,7.0432641983032225,1.3897236329270528,0.2960747661728109
mass,0.41,0,1,6,0.1576898327683077,0.04495695523917675,0.1576898327683077,0.06719433695077896,0.15502134278416635,3156.939755859375,8.451876220703125,1.6676683595124633,0.2776898327683077
mass,0.41,0,1,7,0.13476974351350246,0.0382574512809515,0.13476974351350246,0.049970877692103385,0.13652560114860535,3326.362880859375,9.860842094421386,1.945613086097874,0.2747697435135025
mass,0.41,0,1,8,0.12119291616141052,0.03431283138692379,0.12119291616141052,0.06486577179282904,0.12417201101779937,3471.392158203125,11.272195701599122,2.2235578126832842,0.2811929161614105
mass,0.41,0,1,9,0.10459961381700329,0.029454608857631685,0.10459961381700329,0.054486071690917015,0.11689473263919353,3567.91310546875,12.68181095123291,2.501502539268695,0.28459961381700327
mass,0.41,0,1,10,0.09415319556689829,0.02638613261282444,0.09415319556689829,0.04280913606286049,0.09816726416349411,3671.340712890625,14.092827568054199,2.7794472658541056,0.2941531955668983
mass,0.41,0,1,11,0.08591617066570846,0.02405667871236801,0.08591617066570846,0.048287289999425415,0.08584298007190228,3756.597705078125,15.502066802978515,3.057391992439516,0.3059161706657085
mass,0.41,0,1,12,0.07952218657437475,0.022188303470611574,0.07952218657437475,0.048980124462395906,0.0806864570826292,3801.170771484375,16.91205177307129,3.3353367190249266,0.31952218657437476
niveau,0.2547,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.19877572625875473,0.28075790882110596,1097.49146484375,1.4098540258407593,0.2762012397249539,0.647575694660018
niveau,0.2547,0,0,2,0.4206249912317784,0.11696183502674103,0.4206249912317784,0.1382353588938713,0.24865306705236434,1806.768828125,2.8199313926696776,0.5524024794499078,0.46062499123177836
niveau,0.2547,0,0,3,0.2967036969870578,0.08259745374321938,0.2967036969870578,0.10731139220297337,0.22855484426021577,2374.1023046875,4.23032018661499,0.8286037191748619,0.3567036969870578
niveau,0.2547,0,0,4,0.22703400570052698,0.06263475298881531,0.22703400570052698,0.08379123449325561,0.21679794073104858,2777.168154296875,5.641461410522461,1.1048049588998157,0.30703400570052697
niveau,0.2547,0,0,5,0.18091738095879809,0.04953708305954933,0.18091738095879809,0.05310280658304691,0.1865035805106163,3159.4204296875,7.050741672515869,1.38100619862477,0.2809173809587981
niveau,0.2547,0,0,6,0.1594686346384013,0.04341647364199162,0.1594686346384013,0.07059929117560387,0.17511626735329627,3342.499541015625,8.45875675201416,1.6572074383497237,0.2794686346384013
niveau,0.2547,0,0,7,0.13523194593732835,0.03739823065698147,0.13523194593732835,0.07926154371351003,0.15173558108508586,3519.72205078125,9.867578086853028,1.9334086780746778,0.27523194593732836
niveau,0.2547,0,0,8,0.11796926816128503,0.03244990460574627,0.11796926816128503,0.0535996986925602,0.12589021742343903,3637.240458984375,11.275999298095703,2.2096099177996313,0.27796926816128503
niveau,0.2547,0,0,9,0.10502055583545626,0.029050401598215102,0.10502055583545626,0.06374473929405212,0.11148688673973084,3722.650830078125,12.684931640625,2.4858111575245854,0.28502055583545627
niveau,0.2547,0,0,10,0.09367499010905994,0.025933621115982533,0.09367499010905994,0.05733460579067469,0.0950559564679861,3777.870048828125,14.092698287963866,2.76201239724954,0.29367499010905995
niveau,0.2547,0,0,11,0.0847982848380896,0.023539477474987507,0.0847982848380896,0.04457192331552506,0.08795269578695297,3813.890224609375,15.502020950317382,3.0382136369744934,0.3047982848380896
niveau,0.2547,0,0,12,0.07712555680271546,0.021393541283905505,0.07712555680271546,0.05173902578651905,0.08135566979646683,3855.16333984375,16.908885650634765,3.3144148766994475,0.3171255568027155
ucb,0.15,0,1,1,0.6774123094926897,0.18667216956615448,0.6774123094926897,0.2282850104570389,0.29410561561584475,1068.801865234375,1.4085367298126221,0.24057736732686558,0.6974123094926897
ucb,0.15,0,1,2,0.4555578868735093,0.12507861644029616,0.4555578868735093,0.15450446762144565,0.26344293147325515,1784.8216015625,2.817307987213135,0.48115473465373115,0.49555788687350927
ucb,0.15,0,1,3,0.33734588935719684,0.09295797049999237,0.33734588935719684,0.11803616464138031,0.23244834661483765,2227.21830078125,4.226795616149903,0.7217321019805968,0.39734588935719684
ucb,0.15,0,1,4,0.26459002859017017,0.07316316828131676,0.26459002859017017,0.09476069703698159,0.21295537918806076,2576.246904296875,5.63590103149414,0.9623094693074623,0.3445900285901702
ucb,0.15,0,1,5,0.19483589021952677,0.05515985295176506,0.19483589021952677,0.07519599322229624,0.18799092829227448,2895.271611328125,7.045607261657715,1.202886836634328,0.2948358902195268
ucb,0.15,0,1,6,0.15783326751679091,0.04474919125437737,0.15783326751679091,0.0626571286842227,0.17713819295167924,3099.7034375,8.453618431091309,1.4434642039611936,0.27783326751679094
ucb,0.15,0,1,7,0.13554351372130097,0.03824748553335667,0.13554351372130097,0.055077580362558366,0.1652490358054638,3262.175361328125,9.860825653076171,1.6840415712880592,0.275543513721301
ucb,0.15,0,1,8,0.1215954917435694,0.03438550733029842,0.1215954917435694,0.058033738471567634,0.15270940020680426,3334.263310546875,11.269433059692382,1.9246189386149246,0.2815954917435694
ucb,0.15,0,1,9,0.11049721857665425,0.031201350018382073,0.11049721857665425,0.06142906110733747,0.13781534381210803,3441.948037109375,12.679755783081054,2.1651963059417905,0.2904972185766542
ucb,0.15,0,1,10,0.10247333819532715,0.02891572140157223,0.10247333819532715,0.05174248203635216,0.12961644262075425,3506.932548828125,14.088998184204101,2.405773673268656,0.3024733381953272
ucb,0.15,0,1,11,0.09292367703016598,0.026220086589455606,0.09292367703016598,0.06808721516281366,0.11885050430893898,3543.462275390625,15.496951141357421,2.6463510405955213,0.312923677030166
ucb,0.15,0,1,12,0.08730911589206962,0.024652401953935622,0.08730911589206962,0.03134219422936439,0.10856262467801571,3589.315,16.905839767456055,2.886928407922387,0.3273091158920696
niveau,0.196,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.20306229680776597,0.28075790882110596,1097.49146484375,1.4098540258407593,0.27511235600570216,0.647575694660018
niveau,0.196,0,0,2,0.4441885718934413,0.12278533935546875,0.4441885718934413,0.15225401908159256,0.2567868658900261,1756.45169921875,2.8209249114990236,0.5502247120114043,0.4841885718934413
niveau,0.196,0,0,3,0.3037718742666467,0.0852914522588253,0.3037718742666467,0.11374564275145531,0.2261321449279785,2309.638359375,4.231422672271728,0.8253370680171065,0.3637718742666467
niveau,0.196,0,0,4,0.2394215642750373,0.06659395806491375,0.2394215642750373,0.09035454142838717,0.19859409272670747,2799.4262109375,5.641590003967285,1.1004494240228087,0.3194215642750373
niveau,0.196,0,0,5,0.20031194597564542,0.05543764591217041,0.20031194597564542,0.0796282384544611,0.17622579798102378,3140.058623046875,7.053143501281738,1.375561780028511,0.3003119459756454
niveau,0.196,0,0,6,0.16234150246175852,0.044847017750144005,0.16234150246175852,0.061379791498184205,0.16304033726453782,3367.319775390625,8.460869293212891,1.650674136034213,0.2823415024617585
niveau,0.196,0,0,7,0.13567411102428137,0.03770737200975418,0.13567411102428137,0.06926776852458716,0.13884245082736016,3563.435888671875,9.869872245788574,1.9257864920399153,0.2756741110242814
niveau,0.196,0,0,8,0.12388820849940195,0.034355349242687225,0.12388820849940195,0.0652016020938754,0.12544436663389205,3658.54634765625,11.278473739624024,2.2008988480456173,0.28388820849940194
niveau,0.196,0,0,9,0.11304300472054321,0.031220057681202888,0.11304300472054321,0.05435064010322094,0.11436377294361591,3723.2057421875,12.686781845092774,2.4760112040513196,0.29304300472054323
niveau,0.196,0,0,10,0.10360617742495658,0.028480748161673546,0.10360617742495658,0.05827820848673582,0.09770050674676894,3777.724287109375,14.095782470703124,2.751123560057022,0.3036061774249566
niveau,0.196,0,0,11,0.09345225428564595,0.025797985196113586,0.09345225428564595,0.04505179639905691,0.08765616796910763,3804.510166015625,15.503759727478027,3.0262359160627237,0.31345225428564594
niveau,0.196,0,0,12,0.0860177400749843,0.02394499160349369,0.0860177400749843,0.05246716983616352,0.08306491367518902,3832.584921875,16.911090240478515,3.301348272068426,0.3260177400749843
ucb,1.864,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.19877572625875473,0.28075790882110596,1097.49146484375,1.4098540258407593,0.2716464782125937,0.647575694660018
ucb,1.864,0,0,2,0.5170635227045728,0.14417301893234252,0.5170635227045728,0.2087530744075775,0.2619313234090805,1810.719951171875,2.821796541213989,0.5432929564251874,0.5570635227045728
ucb,1.864,0,0,3,0.32599894175180855,0.08963675618171692,0.32599894175180855,0.10621384300291538,0.2316215765476227,2642.548603515625,4.23334867477417,0.8149394346377812,0.38599894175180854
ucb,1.864,0,0,4,0.24715367559487803,0.06686852619051933,0.24715367559487803,0.0741688846796751,0.20086553514003755,3163.46259765625,5.643652782440186,1.0865859128503748,0.327153675594878
ucb,1.864,0,0,5,0.18853542857438846,0.051300181299448015,0.18853542857438846,0.06223885715007782,0.16208058312535287,3430.123330078125,7.0533528137207036,1.3582323910629688,0.28853542857438846
ucb,1.864,0,0,6,0.16166928959265825,0.04405659347772598,0.16166928959265825,0.06199266288429499,0.14220339618623257,3608.902265625,8.462198753356933,1.6298788692755624,0.28166928959265825
ucb,1.864,0,0,7,0.1357997496331395,0.03710446193814278,0.1357997496331395,0.06098840955644846,0.11213848151266576,3704.589736328125,9.871608123779296,1.9015253474881562,0.2757997496331395
ucb,1.864,0,0,8,0.12052038014201844,0.0330394384264946,0.12052038014201844,0.04810173735022545,0.0982514326274395,3766.86076171875,11.280523376464844,2.1731718257007495,0.2805203801420184
ucb,1.864,0,0,9,0.10725139735718196,0.02938565470278263,0.10725139735718196,0.06370442137122154,0.09081098429858685,3805.006943359375,12.690264854431152,2.4448183039133435,0.28725139735718197
ucb,1.864,0,0,10,0.09983677955154706,0.027365764901041985,0.09983677955154706,0.05455391641706228,0.08785365954041481,3830.524443359375,14.099903450012206,2.7164647821259376,0.2998367795515471
ucb,1.864,0,0,11,0.08982782212011134,0.024809553548693658,0.08982782212011134,0.05002313956618309,0.08348586328327656,3848.308505859375,15.511242179870605,2.9881112603385307,0.30982782212011134
ucb,1.864,0,0,12,0.08201755285721164,0.02263915292918682,0.08201755285721164,0.041626665238291026,0.07500048413872719,3869.6820703125,16.921341018676756,3.2597577385511247,0.3220175528572116
mass,0.53,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.20589713782072067,0.28075790882110596,1097.49146484375,1.4098540258407593,0.2736780566240971,0.647575694660018
mass,0.53,0,0,2,0.4411164436033907,0.12394891023635864,0.4411164436033907,0.15655290842056274,0.2604989370703697,1657.8096484375,2.8174341773986815,0.5473561132481942,0.4811164436033907
mass,0.53,0,0,3,0.3494057074852224,0.09942648336291313,0.3494057074852224,0.13303574662655593,0.23965379238128662,2153.52287109375,4.227537536621094,0.8210341698722914,0.4094057074852224
mass,0.53,0,0,4,0.24314957448778185,0.06884154170751572,0.24314957448778185,0.0950879741087556,0.2155791936814785,2617.402998046875,5.638360366821289,1.0947122264963884,0.32314957448778187
mass,0.53,0,0,5,0.18449236257789198,0.05149452514946461,0.18449236257789198,0.06812068074941635,0.1937873438000679,2996.757041015625,7.049336128234863,1.3683902831204857,0.284492362577892
mass,0.53,0,0,6,0.15806828738429346,0.04412112906575203,0.15806828738429346,0.05793247029185295,0.15910055927932262,3261.917197265625,8.459382781982422,1.6420683397445828,0.27806828738429346
mass,0.53,0,0,7,0.13580070141468265,0.037740012034773826,0.13580070141468265,0.06588840864598751,0.13042635321617127,3419.972666015625,9.868916625976562,1.91574639636868,0.27580070141468266
mass,0.53,0,0,8,0.11666200095122103,0.03243530467152596,0.11666200095122103,0.05762273121625185,0.11792047031223774,3521.632099609375,11.280232849121093,2.189424452992777,0.27666200095122107
mass,0.53,0,0,9,0.10462758431655347,0.02906094253063202,0.10462758431655347,0.05674510832875967,0.11054264701902866,3641.786162109375,12.69044750213623,2.463102509616874,0.28462758431655344
mass,0.53,0,0,10,0.09452540663461831,0.026183584704995155,0.09452540663461831,0.04478025319054723,0.1015425631403923,3722.764580078125,14.09776668548584,2.7367805662409714,0.29452540663461835
mass,0.53,0,0,11,0.0870059174441875,0.024052067026495934,0.0870059174441875,0.04683152735233307,0.0954363588988781,3780.190947265625,15.508316917419434,3.0104586228650683,0.3070059174441875
mass,0.53,0,0,12,0.08018723390556243,0.022169305607676507,0.08018723390556243,0.04972407586872578,0.08962016627192497,3808.73392578125,16.917998275756837,3.2841366794891655,0.3201872339055624
eid,7.558,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.1974008372426033,0.28075790882110596,1097.49146484375,1.4098540258407593,0.2832304003252648,0.647575694660018
eid,7.558,0,0,2,0.4525543304346061,0.12781249731779099,0.4525543304346061,0.18580101251602174,0.2602968442440033,1569.213896484375,2.8145485305786133,0.5664608006505296,0.49255433043460606
eid,7.558,0,0,3,0.3362377509737935,0.09506832972168923,0.3362377509737935,0.12838969752192497,0.24257366299629213,1954.535615234375,4.2231048965454105,0.8496912009757945,0.3962377509737935
eid,7.558,0,0,4,0.2757258930112336,0.0787250404059887,0.2757258930112336,0.12012891113758087,0.2189302483201027,2215.96798828125,5.629615173339844,1.1329216013010592,0.35572589301123364
eid,7.558,0,0,5,0.21107861529464714,0.05953871361911297,0.21107861529464714,0.0943505335599184,0.1958541029691696,2511.724091796875,7.035437450408936,1.4161520016263243,0.31107861529464714
eid,7.558,0,0,6,0.1635448710150116,0.045794558972120286,0.1635448710150116,0.07949423581361771,0.16473199486732482,2782.646181640625,8.44197582244873,1.699382401951589,0.2835448710150116
eid,7.558,0,0,7,0.13585768019852731,0.03823703311383724,0.13585768019852731,0.05621934100985527,0.15361304849386215,3001.83654296875,9.851368713378907,1.982612802276854,0.2758576801985273
eid,7.558,0,0,8,0.12029288665246832,0.03395744763314724,0.12029288665246832,0.05333884835243225,0.14351952642202379,3132.48244140625,11.260396766662598,2.2658432026021185,0.2802928866524683
eid,7.558,0,0,9,0.10836732716356332,0.03057370774447918,0.10836732716356332,0.04651053920388222,0.13813859932124614,3277.57287109375,12.66999324798584,2.5490736029273835,0.2883673271635633
eid,7.558,0,0,10,0.10111852741747546,0.02846368446946144,0.10111852741747546,0.04941700592637062,0.12903678767383098,3364.959716796875,14.079444274902343,2.8323040032526485,0.30111852741747547
eid,7.558,0,0,11,0.09039185129875273,0.025371654033660887,0.09039185129875273,0.03863015219569206,0.11940033972263336,3470.347666015625,15.487209739685058,3.115534403577913,0.31039185129875274
eid,7.558,0,0,12,0.07981940275373811,0.02241661701351404,0.07981940275373811,0.049937067329883573,0.11018519297242164,3569.887216796875,16.89552299499512,3.398764803903178,0.3198194027537381
mass,0.65,0,1,1,0.6774123094926897,0.18667216956615448,0.6774123094926897,0.22441134840250015,0.29410561561584475,1068.801865234375,1.4085367298126221,0.27911699307694415,0.6974123094926897
mass,0.65,0,1,2,0.45823955116782583,0.12534085035324097,0.45823955116782583,0.14391698583960533,0.26398537755012513,1772.348974609375,2.817651462554932,0.5582339861538883,0.4982395511678258
mass,0.65,0,1,3,0.3116355387625272,0.0856089399755001,0.3116355387625272,0.09519493699073792,0.22501448929309845,2354.859326171875,4.2274461936950685,0.8373509792308325,0.3716355387625272
mass,0.65,0,1,4,0.23244738064522302,0.06463699713349343,0.23244738064522302,0.08566846661269664,0.2016128768026829,2767.138017578125,5.638166408538819,1.1164679723077766,0.31244738064522304
mass,0.65,0,1,5,0.18625620044220015,0.05168466106057167,0.18625620044220015,0.05073411326855421,0.1823980714380741,3120.806376953125,7.048820896148682,1.3955849653847208,0.2862562004422001
mass,0.65,0,1,6,0.1574892840243123,0.04380845718085766,0.1574892840243123,0.06195646725594997,0.1557469803094864,3364.69556640625,8.458157653808593,1.674701958461665,0.2774892840243123
mass,0.65,0,1,7,0.1360413252711406,0.03767186321318149,0.1360413252711406,0.06522556345909834,0.13192004531621934,3532.349443359375,9.868119125366212,1.9538189515386093,0.2760413252711406
mass,0.65,0,1,8,0.11700174884153236,0.032210666313767435,0.11700174884153236,0.04647123645991087,0.12061624988913536,3657.603896484375,11.27757526397705,2.2329359446155532,0.2770017488415324
mass,0.65,0,1,9,0.10916304670022131,0.029942977875471115,0.10916304670022131,0.0613726301304996,0.11216762967407704,3737.45341796875,12.687456932067871,2.5120529376924976,0.2891630467002213
mass,0.65,0,1,10,0.10102909442321607,0.027737596035003663,0.10102909442321607,0.05561068367213011,0.0978200064599514,3815.9744921875,14.0968896484375,2.7911699307694415,0.30102909442321607
mass,0.65,0,1,11,0.09467700323349403,0.025913327112793923,0.09467700323349403,0.06093737564980984,0.08910138010978699,3856.805224609375,15.506663208007813,3.0702869238463855,0.314677003233494
mass,0.65,0,1,12,0.08882384466674546,0.02436287611722946,0.08882384466674546,0.06040352147072554,0.08407327555119991,3878.595341796875,16.915853881835936,3.34940391692333,0.32882384466674547
eid,1.0648,0,0,1,0.627575694660018,0.17572379648685454,0.627575694660018,0.19877572625875473,0.28075790882110596,1097.49146484375,1.4098540258407593,0.2822136692004278,0.647575694660018
eid,1.0648,0,0,2,0.4774765356340998,0.13556695088744164,0.4774765356340998,0.1694892567396164,0.2763147246837616,1525.234814453125,2.8140464210510254,0.5644273384008556,0.5174765356340998
eid,1.0648,0,0,3,0.36784360772444125,0.10395304664969444,0.36784360772444125,0.13524746030569076,0.2581957131624222,1872.950146484375,4.2210495567321775,0.8466410076012835,0.42784360772444124
eid,1.0648,0,0,4,0.2839895807244572,0.08141464099287987,0.2839895807244572,0.10803727649152278,0.22962936729192734,2166.597578125,5.626566600799561,1.1288546768017111,0.3639895807244572
eid,1.0648,0,0,5,0.24024786787267385,0.06885094538331032,0.24024786787267385,0.09175384216010571,0.22244312196969987,2372.134052734375,7.034734268188476,1.4110683460021392,0.34024786787267386
eid,1.0648,0,0,6,0.19320135076327685,0.05532014422118664,0.19320135076327685,0.0834671664237976,0.20382301807403563,2618.879189453125,8.441693878173828,1.693282015202567,0.3132013507632768
eid,1.0648,0,0,7,0.14527242872850685,0.04141890302300453,0.14527242872850685,0.07984321700409054,0.17996708795428276,2846.090966796875,9.849871749877929,1.975495684402995,0.2852724287285069
eid,1.0648,0,0,8,0.11626345912208964,0.032880254946649076,0.11626345912208964,0.060683642067015174,0.1600801604986191,3066.035595703125,11.258226509094237,2.2577093536034223,0.27626345912208966
eid,1.0648,0,0,9,0.10458733067701599,0.029369701147079468,0.10458733067701599,0.066843431442976,0.15218432657420636,3189.38701171875,12.668246955871583,2.5399230228038503,0.28458733067701597
eid,1.0648,0,0,10,0.09063351535368926,0.025247942060232162,0.09063351535368926,0.08246474344283343,0.13579694025218486,3285.4615625,14.07779125213623,2.8221366920042783,0.29063351535368925
