regler,seed,shape,n_exec,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,n_obs,plan_s,svgd_s,gewaehlt_modell,gewaehlt_param,gewaehlt_svgd
fest,0,rand_gmm_10,5,0.04367147386074066,0.12986984845416513,0.04619135707616806,0.04200974851846695,3448.01318359375,7.039976119995117,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_20,5,0.04761384800076485,0.15601790325136983,0.06783599406480789,0.03915709629654884,3358.8466796875,7.039796352386475,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_10,5,0.03285064920783043,0.10374206665352187,0.11516813188791275,0.29629868268966675,3049.4111328125,7.0155134201049805,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_20,5,0.040342945605516434,0.16977340880771172,0.06694008409976959,0.16268163919448853,2560.79931640625,7.029763698577881,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_30,5,0.04487676918506622,0.16110209332276876,0.06857507675886154,0.2743391692638397,3497.346435546875,7.026845932006836,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_0,5,0.04659770056605339,0.15035233855118352,0.034296780824661255,0.05396958068013191,3326.507568359375,7.026576995849609,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_10,5,0.04246232658624649,0.12401824639430338,0.03935468569397926,0.02775096893310547,3516.894287109375,7.0391845703125,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_20,5,0.04947522282600403,0.14514837000732336,0.02001967653632164,0.04765838757157326,3546.191162109375,7.045738220214844,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_30,5,0.05163278430700302,0.15656349252393895,0.05471178516745567,0.06175445020198822,3138.733154296875,7.037765979766846,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_0,5,0.05027036741375923,0.21892699345117944,0.10797754675149918,0.4070098102092743,2893.977294921875,7.051222801208496,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_10,5,0.044673580676317215,0.15691894505846055,0.03171662241220474,0.23393994569778442,3351.0205078125,7.015232086181641,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_20,5,0.06312669813632965,0.2771533853075951,0.08247385919094086,0.2711368799209595,2880.321533203125,7.0278520584106445,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_30,5,0.03334975242614746,0.14924959874479207,0.051514074206352234,0.2638006806373596,3241.60107421875,7.0410566329956055,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_0,5,0.06654021143913269,0.20867683358241249,0.07900828868150711,0.4352453947067261,3007.571533203125,7.040008068084717,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_10,5,0.03774777427315712,0.13470325310336811,0.034348972141742706,0.25210466980934143,3427.141357421875,7.009537696838379,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_20,5,0.040239594876766205,0.15945960963704198,0.029105162248015404,0.09985093772411346,3160.53125,7.02916145324707,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,organic_30,5,0.030023373663425446,0.1777598826953082,0.06126721575856209,0.1253567785024643,2914.98193359375,7.019637584686279,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_0,5,0.055826254189014435,0.18197567094860354,0.039303045719861984,0.2334711253643036,3219.77294921875,7.0406951904296875,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_10,5,0.05558544397354126,0.17636983597305875,0.018076691776514053,0.196414053440094,3249.7216796875,7.043540000915527,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,cjk_20,5,0.0724109560251236,0.24341237570829727,0.07155713438987732,0.16907428205013275,2872.217529296875,7.040256023406982,320,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,A,6,0.029522353783249855,0.11841104126874308,0.03630492091178894,0.09946008771657944,3644.0595703125,8.442150115966797,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,greek_upper_0,6,0.0336369052529335,0.13491407241104672,0.03847499564290047,0.11712095886468887,3357.712890625,8.447214126586914,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,korean_5,6,0.04172927141189575,0.1365416645538267,0.04568454995751381,0.17858640849590302,3407.614501953125,8.434135437011719,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,digit_5,6,0.03174314647912979,0.1163483823383712,0.03717318922281265,0.11249122768640518,3127.63134765625,8.462882995605469,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,a_lc,6,0.028310108929872513,0.1318291244461292,0.05197545886039734,0.1224922314286232,3408.586181640625,8.437517166137695,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_10,6,0.03860395401716232,0.11480010209702142,0.00849948264658451,0.03959618881344795,3482.2763671875,8.438854217529297,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_20,6,0.041557639837265015,0.13617332149633304,0.08122661709785461,0.03664888069033623,3552.203125,8.450480461120605,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_10,6,0.027874937281012535,0.0880288113356445,0.09320463985204697,0.2151636928319931,3168.41650390625,8.422725677490234,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_20,6,0.032666534185409546,0.1374691108780189,0.037642695009708405,0.1544862985610962,2993.563720703125,8.431181907653809,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_30,6,0.039253849536180496,0.14091650192501132,0.10013764351606369,0.2706124782562256,3541.80712890625,8.414039611816406,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_0,6,0.03690054267644882,0.11906344771985658,0.06112070381641388,0.04527689889073372,3716.900146484375,8.421558380126953,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_10,6,0.041135791689157486,0.12014388187064319,0.05335766449570656,0.02721051126718521,3632.642333984375,8.445135116577148,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_20,6,0.044681597501039505,0.1310850295592896,0.07790082693099976,0.043800223618745804,3623.07666015625,8.450024604797363,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_gmm_complex_30,6,0.04238368198275566,0.1285179051702652,0.0991925448179245,0.03345385193824768,3639.87060546875,8.445061683654785,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
fest,0,rand_ana_poly_complex_0,6,0.04307475686073303,0.1875901748547744,0.061397723853588104,0.27890121936798096,3589.95068359375,8.457849502563477,384,1.7756844547390938,5.860061540678143,niveau,0.6067,25
