phi_model,param,svgd_iters,seed,n_exec,q,cov,cov_norm,erg_truth,belief_rmse,info_gain,path_len,time_s,J
niveau,0.4893,100,0,5,0.17350541494613947,0.04806499570608139,0.17350541494613947,0.045860669128596786,0.17804344579577447,3117.147978515625,7.026359748840332,1.8648167200696968,0.28096468182641826
niveau,0.4893,100,0,6,0.13419345491866477,0.03728224851191044,0.13419345491866477,0.046052069179713724,0.14709574595093727,3398.028330078125,8.429866790771484,2.237780064083636,0.2631445751749993
niveau,0.4893,100,0,7,0.11438724117720245,0.03162194363772869,0.11438724117720245,0.05376203015446663,0.12187228031456471,3563.239912109375,9.829275016784669,2.6107434080975755,0.2648302148095928
niveau,0.4893,100,0,8,0.10388461844268913,0.02868669144809246,0.10388461844268913,0.041475962307304146,0.11088237263262272,3635.225927734375,11.22987705230713,2.9837067521115146,0.2758194454511352
niveau,0.4893,100,0,9,0.09435214010673239,0.02608226388692856,0.09435214010673239,0.03803033951669931,0.10618955090641975,3687.27666015625,12.625647354125977,3.356670096125454,0.2877788204912342
niveau,0.4893,100,0,10,0.08585280760597284,0.023777447938919068,0.08585280760597284,0.03407316613942385,0.09749688416719436,3735.173369140625,14.025845336914063,3.7296334401393936,0.30077134136653044
niveau,0.4893,100,0,11,0.07818512150595101,0.021663079671561718,0.07818512150595101,0.04006847148761153,0.09322177961468697,3770.988583984375,15.424768371582031,4.102596784153333,0.31459550864256436
niveau,0.4893,100,0,12,0.07221954850779384,0.020052599385380745,0.07221954850779384,0.03527811149135232,0.08774944812059403,3793.721201171875,16.823554153442384,4.475560128167272,0.3301217890204629
niveau,0.724,50,0,1,0.5598439843631287,0.15682317078113556,0.5598439843631287,0.162227875739336,0.28655572175979616,1157.472724609375,1.4091755056381225,0.30599738447849334,0.5810679739010427
niveau,0.724,50,0,2,0.3799805048855282,0.1073475258052349,0.3799805048855282,0.11230006366968155,0.2678888934850693,1906.815986328125,2.8145206069946287,0.6119947689569867,0.4224284839613561
niveau,0.724,50,0,3,0.27850467101689186,0.07855744644999504,0.27850467101689186,0.08471977904438972,0.23977419704198838,2479.476376953125,4.21962230682373,0.91799215343548,0.34217663963063377
niveau,0.724,50,0,4,0.2091639287505446,0.05805258423089981,0.2091639287505446,0.06913471829146146,0.181676454693079,2966.4329296875,5.623393230438232,1.2239895379139734,0.2940598869022005
niveau,0.724,50,0,5,0.1660104727249049,0.045803879126906394,0.1660104727249049,0.048089163303375246,0.15646134987473487,3275.30779296875,7.026871013641357,1.5299869223924667,0.27213042041447477
niveau,0.724,50,0,6,0.1358588152830232,0.03720509178936481,0.1358588152830232,0.05024444187059998,0.1325641964375973,3507.154404296875,8.426717681884766,1.83598430687096,0.26320275251050707
niveau,0.724,50,0,7,0.12006153751786411,0.032987396717071536,0.12006153751786411,0.05601077228784561,0.1098664377629757,3627.7096484375,9.826661148071288,2.1419816913494536,0.2686294642832619
niveau,0.724,50,0,8,0.10901353800002532,0.03006076693534851,0.10901353800002532,0.058199426345527175,0.09645027652382851,3736.2109765625,11.225404510498047,2.4479790758279467,0.2788054543033371
niveau,0.724,50,0,9,0.09925901497372638,0.02729670874774456,0.09925901497372638,0.04077064856886864,0.08698039799928665,3803.753955078125,12.625245399475098,2.75397646030644,0.29027492081495215
niveau,0.724,50,0,10,0.09261294020202009,0.02544545240700245,0.09261294020202009,0.04756635576486588,0.08098154813051224,3838.732587890625,14.021745491027833,3.0599738447849334,0.30485283558115983
niveau,0.724,50,0,11,0.08553737529034904,0.023523642122745513,0.08553737529034904,0.033297749720513824,0.07418130777776241,3870.047119140625,15.419499320983887,3.3659712292634265,0.3190012602074027
niveau,0.724,50,0,12,0.07871336516220691,0.02173174563795328,0.07871336516220691,0.04210282109677792,0.07116580367088318,3884.2512109375,16.818653335571287,3.67196861374192,0.33340123961717455
niveau,0.548,100,0,1,0.5271933683056527,0.14709785372018813,0.5271933683056527,0.14599503874778746,0.271464935541153,1177.122978515625,1.4092125129699706,0.37242184755780416,0.5486830556958839
niveau,0.548,100,0,2,0.3695099840508671,0.10379946023225785,0.3695099840508671,0.12744866371154784,0.24281836450099945,1830.19169921875,2.8143470001220705,0.7448436951156083,0.41248935883132953
niveau,0.548,100,0,3,0.2748636526865165,0.07676653861999512,0.2748636526865165,0.0920606591552496,0.20763764172792434,2348.488642578125,4.218478355407715,1.1172655426734126,0.33933271485721017
niveau,0.548,100,0,4,0.20764963358736466,0.05704721286892891,0.20764963358736466,0.07208936840295792,0.1845462541282177,2900.067841796875,5.622924423217773,1.4896873902312167,0.2936083831482895
niveau,0.548,100,0,5,0.16387028952030291,0.04531577914953232,0.16387028952030291,0.04591910816729069,0.1597725984454155,3217.062431640625,7.025243701934815,1.8621092377890212,0.271318726471459
niveau,0.548,100,0,6,0.13443330989532673,0.037138621658086776,0.13443330989532673,0.06049345115199685,0.13733377672731875,3459.047041015625,8.42736026763916,2.234531085346825,0.26337143423671405
niveau,0.548,100,0,7,0.11771709222816346,0.03256797939538956,0.11771709222816346,0.0498407831415534,0.12584786653518676,3583.197998046875,9.831181030273438,2.6069529329046297,0.26814490395978197
niveau,0.548,100,0,8,0.10305328589772529,0.028364430665969848,0.10305328589772529,0.05152729628607631,0.10689550861716271,3683.65203125,11.235227508544922,2.9793747804624333,0.27497078501957506
niveau,0.548,100,0,9,0.0931126627928154,0.02563613049685955,0.0931126627928154,0.04045904966071248,0.10317905239760876,3737.07474609375,12.633297805786134,3.351796628020238,0.2865198493048963
niveau,0.548,100,0,10,0.08458532054839002,0.023358610570430757,0.08458532054839002,0.03996686991304159,0.09342211686074733,3775.305625,14.030208511352539,3.7242184755780423,0.2994821944507022
niveau,0.548,100,0,11,0.07699710876686326,0.02132753685116768,0.07699710876686326,0.037107205167412755,0.08111000120639801,3826.122041015625,15.424454498291016,4.096640323135846,0.31338367005940665
niveau,0.548,100,0,12,0.07176062184141542,0.01989819772541523,0.07176062184141542,0.029344445718452336,0.07570020653307438,3843.283984375,16.82085693359375,4.46906217069365,0.32963687052419
niveau,0.724,100,0,1,0.5279410870348631,0.14925152897834779,0.5279410870348631,0.13145893469452857,0.2779283267259598,1175.681279296875,1.4088986587524415,0.37157541409057254,0.5494273886912254
niveau,0.724,100,0,2,0.38407007683392613,0.1090860852599144,0.38407007683392613,0.14227231040596963,0.2501588535308838,1863.91322265625,2.8164481353759765,0.7431508281811451,0.4270426801466507
niveau,0.724,100,0,3,0.2599046055348914,0.0728502556681633,0.2599046055348914,0.10437821231782436,0.21960858672857284,2478.4018359375,4.220264663696289,1.1147262422717177,0.32436351050397827
