model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
OhneLoss,2.7079847288131713,8.330310125350952,0.04013428412377834,6.6832844924926755,0.28894823133945463,2118.0987356230617
SVGD solver (Referenz),0.9237943613529205,2.1883313822746278,0.033230095505714416,3.9587173080444336,nan,nan
