shape,mission,coverage,ergodic,info_gain,belief_rmse,path_len,wallclock
A,orakel,0.03846712037920952,0.01484808512032032,735.047119140625,0.10481834411621094,3.702331304550171,0.8474624000009499
A,glaube-1,0.03648597002029419,0.0078335115686059,841.7576293945312,0.08727104216814041,3.1215922832489014,0.6491687999987334
A,glaube-R,0.021895579993724823,0.005931559018790722,912.7198486328125,0.05914205312728882,10.713705062866211,1.9616949000010209
A,zweistufig,0.033278848975896835,0.010914350859820843,921.8922119140625,0.052362315356731415,5.990548133850098,1.3052311999999802
A,glaube-D,0.025693103671073914,0.029089488089084625,952.5252075195312,0.03787797689437866,16.527217864990234,19.757664299997487
A,B-warm,0.037070754915475845,0.012734340503811836,770.09716796875,0.07704012840986252,6.539632797241211,1.3242305999992823
A,maeher,0.018491175025701523,0.04859839752316475,722.2393798828125,0.10434188693761826,16.719999313354492,0.0
greek_upper_0,orakel,0.03382651507854462,0.002628170885145664,812.8909912109375,0.09929407387971878,3.6605746746063232,0.6567433000000165
greek_upper_0,glaube-1,0.04113438352942467,0.015728622674942017,815.5809326171875,0.12491685897111893,2.473601818084717,0.6574994999991759
greek_upper_0,glaube-R,0.02137135900557041,0.003344103693962097,898.7037353515625,0.09131541848182678,11.17833423614502,1.9742508000017551
greek_upper_0,zweistufig,0.03250272944569588,0.0071670738980174065,921.1804809570312,0.05006500706076622,6.5713701248168945,1.3110963000017364
greek_upper_0,glaube-D,0.02336736023426056,0.011576209217309952,953.9063110351562,0.037988532334566116,14.668375015258789,19.793574200002695
greek_upper_0,B-warm,0.037182968109846115,0.012480487115681171,793.0068359375,0.1292807012796402,7.368279933929443,1.2753348999995069
greek_upper_0,maeher,0.018921678885817528,0.0485231876373291,732.1818237304688,0.07337814569473267,14.960000038146973,0.0
korean_5,orakel,0.046654053032398224,0.01193515956401825,678.4198608398438,0.09913986921310425,4.665689945220947,0.6500104000006104
korean_5,glaube-1,0.045181356370449066,0.013944773003458977,731.3967895507812,0.08459842205047607,3.5866940021514893,0.6524676000008185
korean_5,glaube-R,0.030945423990488052,0.008646630682051182,879.7351684570312,0.0848049595952034,10.767702102661133,1.9575463000001037
korean_5,zweistufig,0.03665826469659805,0.014485446736216545,893.8538818359375,0.05615905299782753,6.5022687911987305,1.300337300001047
korean_5,glaube-D,0.028152912855148315,0.0282276701182127,949.935302734375,0.03506582975387573,15.864912033081055,19.73668209999778
korean_5,B-warm,0.038280338048934937,0.006131685338914394,747.056884765625,0.08443240821361542,6.138131141662598,1.240211600001203
korean_5,maeher,0.01912863925099373,0.04826439544558525,746.6495361328125,0.08606133610010147,15.84000015258789,0.0
digit_5,orakel,0.0392225980758667,0.005846915300935507,814.9810791015625,0.15911714732646942,3.9620046615600586,0.6504213000007439
digit_5,glaube-1,0.045998990535736084,0.014654701575636864,827.1067504882812,0.092593252658844,2.7345449924468994,0.6502965999989101
digit_5,glaube-R,0.030165862292051315,0.009266180917620659,917.964599609375,0.07312773913145065,8.066263198852539,1.9497533000030671
digit_5,zweistufig,0.03590576350688934,0.0114710982888937,918.2314453125,0.06581196188926697,6.3866963386535645,1.3081393999982538
digit_5,glaube-D,0.02726925164461136,0.029981717467308044,950.0201416015625,0.05126344785094261,14.990903854370117,19.73006429999623
digit_5,B-warm,0.04522404819726944,0.018767036497592926,700.2530517578125,0.10850599408149719,7.000452041625977,1.220409000001382
digit_5,maeher,0.018845513463020325,0.05210709571838379,732.1818237304688,0.10063828527927399,14.960000038146973,0.0
a_lc,orakel,0.04613227769732475,0.006244807504117489,871.3372802734375,0.11418727040290833,2.8478665351867676,0.6475437999997666
a_lc,glaube-1,0.035418879240751266,0.007305244915187359,874.9497680664062,0.11267807334661484,2.972323179244995,0.6567992000000231
a_lc,glaube-R,0.023563573136925697,0.0017143363365903497,930.236083984375,0.07516571879386902,7.7660627365112305,1.959115899999233
a_lc,zweistufig,0.031180666759610176,0.006501386407762766,923.47607421875,0.07207204401493073,6.12062931060791,1.3101900999990903
a_lc,glaube-D,0.028006961569190025,0.03362419083714485,950.5687255859375,0.06327065825462341,15.127639770507812,19.859374699999535
a_lc,B-warm,0.03674355894327164,0.010627382434904575,826.623291015625,0.11268224567174911,7.492118835449219,1.2351882999992085
a_lc,maeher,0.018848419189453125,0.047227222472429276,732.1818237304688,0.11119656264781952,14.960000038146973,0.0
rand_gmm_10,orakel,0.04887812212109566,0.005052981898188591,721.8773193359375,0.011212905868887901,5.59732723236084,0.646569600001385
rand_gmm_10,glaube-1,0.06429547071456909,0.03542282432317734,688.6434326171875,0.02500947006046772,3.9510080814361572,0.6471273999995901
rand_gmm_10,glaube-R,0.04166250303387642,0.011470654979348183,878.3765258789062,0.012353048659861088,12.33077621459961,1.9581204999994952
rand_gmm_10,zweistufig,0.06321953237056732,0.030000049620866776,907.0821533203125,0.012955493293702602,6.42014217376709,1.3188798999999563
rand_gmm_10,glaube-D,0.03802315518260002,0.014095213264226913,951.6029663085938,0.002938806777819991,15.610640525817871,19.86962340000173
rand_gmm_10,B-warm,0.04389238357543945,0.005386703182011843,686.14794921875,0.019334668293595314,6.780831336975098,1.2499864000001253
rand_gmm_10,maeher,0.019945168867707253,0.01591120846569538,746.6495361328125,0.020091116428375244,15.84000015258789,0.0
rand_gmm_20,orakel,0.04835193231701851,0.00548670906573534,729.896484375,0.022542599588632584,6.031306266784668,0.6709305999993376
rand_gmm_20,glaube-1,0.08650859445333481,0.02626439556479454,654.27880859375,0.05430383235216141,3.092606544494629,0.6576566000003368
rand_gmm_20,glaube-R,0.046446628868579865,0.009922326542437077,890.9512329101562,0.009750922210514545,11.789310455322266,2.013692800001081
rand_gmm_20,zweistufig,0.05854133516550064,0.02659313753247261,920.9458618164062,0.007755272556096315,6.705047607421875,1.304399699998612
rand_gmm_20,glaube-D,0.0407291017472744,0.026582350954413414,954.1058349609375,0.0030077199917286634,14.477388381958008,19.822477799996705
rand_gmm_20,B-warm,0.04412154480814934,0.005032994784414768,723.7615966796875,0.02404932864010334,6.668179035186768,1.2406544000004942
rand_gmm_20,maeher,0.020510613918304443,0.04010356590151787,751.2069091796875,0.024713775143027306,14.079999923706055,0.0
rand_ana_poly_10,orakel,0.03649148344993591,0.0147011149674654,376.01043701171875,0.2582866847515106,2.659374713897705,0.6550251999997272
rand_ana_poly_10,glaube-1,0.043829768896102905,0.012239989824593067,788.7259521484375,0.11081535369157791,3.596590042114258,0.6492956000001868
rand_ana_poly_10,glaube-R,0.02317770943045616,0.015351898968219757,878.9367065429688,0.0694444477558136,9.721182823181152,1.9587574999986828
rand_ana_poly_10,zweistufig,0.0313173308968544,0.03794948384165764,901.0632934570312,0.0808074027299881,5.930218696594238,1.3012043999988236
rand_ana_poly_10,glaube-D,0.025327257812023163,0.08485086262226105,950.3410034179688,0.03970261290669441,17.433748245239258,19.773943499996676
rand_ana_poly_10,B-warm,0.04030461236834526,0.05345883220434189,743.6607666015625,0.1048097163438797,6.419618129730225,1.2449982999987697
rand_ana_poly_10,maeher,0.018183156847953796,0.16105155646800995,691.9385375976562,0.1612088680267334,17.600000381469727,0.0
rand_ana_poly_20,orakel,0.030925175175070763,0.0025789174251258373,735.0277099609375,0.22769670188426971,2.6238646507263184,0.649079000000711
rand_ana_poly_20,glaube-1,0.046784017235040665,0.01363995298743248,853.6463623046875,0.11997690051794052,3.1255431175231934,0.6463133999986894
rand_ana_poly_20,glaube-R,0.01807306334376335,0.002016114303842187,921.3682861328125,0.07760586589574814,8.585469245910645,1.958760400000756
rand_ana_poly_20,zweistufig,0.023108722642064095,0.011495916172862053,923.2980346679688,0.07532680779695511,6.384180068969727,1.307240300000558
rand_ana_poly_20,glaube-D,0.023397235199809074,0.04368198662996292,952.9323120117188,0.057099685072898865,17.905807495117188,19.873000899993713
rand_ana_poly_20,B-warm,0.03452382609248161,0.02067728154361248,801.8189697265625,0.18853522837162018,7.021108627319336,1.242653799999971
rand_ana_poly_20,maeher,0.0182344950735569,0.06438519060611725,691.9385375976562,0.14019615948200226,17.600000381469727,0.0
rand_ana_poly_30,orakel,0.03792840614914894,0.006555247586220503,653.0060424804688,0.278695285320282,3.3726041316986084,0.6475086000009469
rand_ana_poly_30,glaube-1,0.04959766939282417,0.008720103651285172,761.6668090820312,0.1511780172586441,3.5238194465637207,0.6596269000001485
rand_ana_poly_30,glaube-R,0.02153817005455494,0.005929191596806049,905.7637939453125,0.08834990113973618,9.873519897460938,1.9541657999998279
rand_ana_poly_30,zweistufig,0.02783992514014244,0.045220375061035156,910.5066528320312,0.0684729665517807,6.95767068862915,1.3015137000002142
rand_ana_poly_30,glaube-D,0.022033171728253365,0.09204409271478653,952.6715698242188,0.04275866225361824,17.243545532226562,19.868050099996253
rand_ana_poly_30,B-warm,0.04187643527984619,0.02063247561454773,791.0419921875,0.14028610289096832,6.539936065673828,1.221289600000091
rand_ana_poly_30,maeher,0.018220337107777596,0.07476582378149033,691.9385375976562,0.1493036150932312,17.600000381469727,0.0
rand_gmm_complex_0,orakel,0.07144082337617874,0.009125270880758762,700.6236572265625,0.05173952877521515,4.5014543533325195,0.6496095999991667
rand_gmm_complex_0,glaube-1,0.09979623556137085,0.031314413994550705,780.438232421875,0.06067569926381111,3.5478928089141846,0.6480207000004157
rand_gmm_complex_0,glaube-R,0.0589665062725544,0.013876797631382942,910.71826171875,0.03163088485598564,11.518425941467285,1.9728321000002325
rand_gmm_complex_0,zweistufig,0.07737655192613602,0.02636261284351349,919.841796875,0.018927928060293198,6.125016212463379,1.3046260999999504
rand_gmm_complex_0,glaube-D,0.033301662653684616,0.03377556800842285,950.08251953125,0.00865068007260561,16.99930191040039,19.934678699997676
rand_gmm_complex_0,B-warm,0.04803958535194397,0.0032499965745955706,798.9918823242188,0.032990358769893646,5.778141498565674,1.2208704000004218
rand_gmm_complex_0,maeher,0.019777191802859306,0.01826031692326069,722.2393798828125,0.042650677263736725,16.719999313354492,0.0
rand_gmm_complex_10,orakel,0.057944539934396744,0.00678013963624835,613.4571533203125,0.034529611468315125,6.570959568023682,0.6475052999994659
rand_gmm_complex_10,glaube-1,0.08778154850006104,0.031221002340316772,777.8853149414062,0.023038260638713837,3.373302459716797,0.6555239999997866
rand_gmm_complex_10,glaube-R,0.07175540924072266,0.03153178095817566,857.6690673828125,0.01740330271422863,9.13251781463623,1.9457759999968403
rand_gmm_complex_10,zweistufig,0.07761746644973755,0.03304166719317436,905.29736328125,0.008584018796682358,5.73760461807251,1.3169170000001031
rand_gmm_complex_10,glaube-D,0.03663305193185806,0.05791228637099266,951.9263305664062,0.002942532766610384,16.798925399780273,19.845787400001427
rand_gmm_complex_10,B-warm,0.045169200748205185,0.004959967918694019,724.7849731445312,0.01589234173297882,6.183916091918945,1.2317457999997714
rand_gmm_complex_10,maeher,0.019996436312794685,0.060989219695329666,722.2393798828125,0.017081690952181816,16.719999313354492,0.0
