model,shape,E_ergodic,E_smooth,E_boundary,E_total,coverage,path_len
2D_Laenge_L20,A,1.6992714405059814,2.1455352306365967,0.0,3.844806432723999,0.034209877252578735,5.065150260925293
2D_Laenge_L20,greek_upper_0,2.983145236968994,2.2366271018981934,0.01685277558863163,5.236624717712402,0.03572205454111099,5.5824103355407715
2D_Laenge_L20,korean_5,1.85060453414917,2.3144006729125977,0.0,4.165005207061768,0.04143434762954712,5.813357353210449
2D_Laenge_L20,digit_5,3.591576099395752,2.144361972808838,0.01392698846757412,5.7498650550842285,0.03709397837519646,5.166214466094971
2D_Laenge_L20,a_lc,1.82346773147583,0.9483213424682617,0.0,2.771789073944092,0.04041144251823425,3.7237637042999268
2D_Laenge_L20,rand_gmm_10,7.024282932281494,5.500433921813965,0.24405911564826965,12.768775939941406,0.052487414330244064,9.158125877380371
2D_Laenge_L20,rand_gmm_20,2.650379180908203,5.202469825744629,0.20905831456184387,8.061907768249512,0.056348517537117004,9.231903076171875
2D_Laenge_L20,rand_ana_poly_10,7.190791130065918,3.1021857261657715,0.006306826137006283,10.299283981323242,0.0472065806388855,5.909116744995117
2D_Laenge_L20,rand_ana_poly_20,6.714961528778076,1.8129281997680664,0.008751483634114265,8.536642074584961,0.03875388205051422,4.630425453186035
2D_Laenge_L20,rand_ana_poly_30,3.511681318283081,2.19100284576416,0.0021591077093034983,5.704843521118164,0.038037411868572235,5.664009094238281
2D_Laenge_L20,rand_gmm_complex_0,3.524533987045288,5.211781024932861,0.24058407545089722,8.976899147033691,0.05424809083342552,8.731986999511719
2D_Laenge_L20,rand_gmm_complex_10,3.9073922634124756,5.292160987854004,0.22532983124256134,9.424882888793945,0.0552796833217144,8.342523574829102
2D_Laenge_L20,rand_gmm_complex_20,2.9289562702178955,6.123395919799805,0.48090097308158875,9.533252716064453,0.04982762038707733,10.04733657836914
2D_Laenge_L20,rand_gmm_complex_30,4.593234539031982,4.052316188812256,0.06413669139146805,8.709688186645508,0.055839311331510544,8.033641815185547
2D_Laenge_L20,rand_ana_poly_complex_0,2.4353222846984863,1.1561298370361328,0.0,3.591452121734619,0.04714449867606163,3.7000021934509277
2D_Laenge_L20,rand_ana_poly_complex_10,3.0359418392181396,2.193674325942993,0.0,5.229616165161133,0.045790717005729675,5.541769504547119
2D_Laenge_L20,rand_ana_poly_complex_20,2.948239326477051,2.4527745246887207,0.0,5.40101432800293,0.030961014330387115,5.397854804992676
2D_Laenge_L20,rand_ana_poly_complex_30,3.5843939781188965,1.6649184226989746,0.014808930456638336,5.264121055603027,0.03905966132879257,4.651512145996094
2D_Laenge_L20,organic_0,2.8787126541137695,5.007983207702637,0.10822655260562897,7.994923114776611,0.04325950890779495,7.8327741622924805
2D_Laenge_L20,organic_10,3.9266552925109863,5.603720188140869,0.15199056267738342,9.682365417480469,0.041519083082675934,7.775203704833984
2D_Laenge_L20,organic_20,3.4238650798797607,1.7399588823318481,0.016412124037742615,5.180236339569092,0.037808872759342194,4.748229026794434
2D_Laenge_L20,organic_30,3.5182723999023438,0.556989848613739,0.0,4.075262546539307,0.0327133946120739,2.618088483810425
2D_Laenge_L20,cjk_0,1.8943358659744263,3.6661901473999023,0.010536884889006615,5.571063041687012,0.04397571086883545,7.270686149597168
2D_Laenge_L20,cjk_10,3.481607675552368,3.3464603424072266,0.03211556002497673,6.8601837158203125,0.04238724708557129,5.9125776290893555
2D_Laenge_L20,cjk_20,3.400799036026001,3.998796224594116,0.04858393967151642,7.448178768157959,0.042595431208610535,7.381134986877441
SVGD solver (Referenz),A,0.8694834113121033,0.9591068625450134,0.0,1.8285902738571167,0.028829209506511688,4.296727180480957
SVGD solver (Referenz),greek_upper_0,0.8745969533920288,0.8718011975288391,0.0,1.7463982105255127,0.028661176562309265,4.288122653961182
