model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
2D_Laenge_L20,3.540896944999695,6.803307332992554,0.04336461409926415,6.317191925048828,0.3001612973213196,659.754352999953
SVGD solver (Referenz),0.9237945330142975,2.1883315348625185,0.03323005318641663,3.9587175273895263,nan,nan
