E_ergodic_exploit_max,E_ergodic_exploit_mean,E_ergodic_exploit_median,E_ergodic_exploit_per_length_max,E_ergodic_exploit_per_length_mean,E_ergodic_exploit_per_length_median,E_ergodic_explore_max,E_ergodic_explore_mean,E_ergodic_explore_median,E_ergodic_explore_per_length_max,E_ergodic_explore_per_length_mean,E_ergodic_explore_per_length_median,E_ergodic_total_max,E_ergodic_total_mean,E_ergodic_total_median,E_ergodic_total_per_length_max,E_ergodic_total_per_length_mean,E_ergodic_total_per_length_median,coverage_max,coverage_mean,coverage_median,coverage_per_length_max,coverage_per_length_mean,coverage_per_length_median,explore_exploit_ratio_max,explore_exploit_ratio_mean,explore_exploit_ratio_median,n,path_len_max,path_len_mean,path_len_median,shape
0.5005584359169006,0.12305183813441545,0.09579593688249588,0.214818940748896,0.03569145209543353,0.01803667679329258,55.6473503112793,23.416376099921763,19.018617630004883,25.432774882480615,5.009307435220624,3.635895204105818,55.80300751328468,23.53942793805618,19.12971767783165,25.58653854493049,5.044998887316057,3.6565710714452457,0.13157939910888672,0.06108068977482617,0.053063174709677696,0.06627859712856556,0.014916466175389364,0.00881879452063302,2.396869965398385,0.13189388324635745,0.004578922145191872,32,9.747235298156738,6.036884151399136,5.427361249923706,A
