model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
2D_Laenge_L10,6.680680999755859,10.999483642578125,0.05102469131350517,6.881427755355835,0.31593310356140136,1097.2535644999152
SVGD solver (Referenz),0.9237945330142975,2.1883315348625185,0.03323005318641663,3.9587175273895263,nan,nan
