shape,mission,coverage,ergodic,info_gain,belief_rmse,path_len,wallclock
A,orakel,0.03693865239620209,0.009316448122262955,1029.82958984375,0.21722649037837982,2.9303035736083984,1.4675789941102266
A,glaube-1,0.1054382249712944,0.10138406604528427,1713.7666015625,0.14655712246894836,4.493569374084473,0.9156285440549254
A,glaube-R,0.03417186066508293,0.040881574153900146,2490.61376953125,0.13018716871738434,16.17246437072754,2.742094420827925
A,zweistufig,0.05797518044710159,0.044747449457645416,2077.010498046875,0.16224521398544312,8.90544319152832,1.825003302656114
A,B-warm,0.04516299441456795,0.04268409311771393,1885.0208740234375,0.11793563514947891,5.667328834533691,2.5073189539834857
A,maeher,0.018879929557442665,0.048614948987960815,1925.95458984375,0.1270325481891632,15.84000015258789,0.0
greek_upper_0,orakel,0.036366380751132965,0.003343162825331092,1028.02587890625,0.19917088747024536,3.173125743865967,1.035288516432047
greek_upper_0,glaube-1,0.06034834682941437,0.09692324697971344,1779.65576171875,0.13389822840690613,4.591642379760742,0.9216153398156166
greek_upper_0,glaube-R,0.03953367471694946,0.05719872564077377,2540.0458984375,0.1275307685136795,15.183588981628418,2.766625347547233
greek_upper_0,zweistufig,0.046432312577962875,0.03397134691476822,2233.72802734375,0.14080122113227844,7.973923206329346,1.8380525726824999
greek_upper_0,B-warm,0.04762709513306618,0.07152054458856583,1829.14111328125,0.13404220342636108,5.25901460647583,2.2191029395908117
greek_upper_0,maeher,0.018921716138720512,0.0485231876373291,1941.23583984375,0.13160593807697296,14.960000038146973,0.0
korean_5,orakel,0.0472274087369442,0.003952632658183575,1301.93310546875,0.19436772167682648,3.095665454864502,1.0288076950237155
korean_5,glaube-1,0.10261621326208115,0.0884527862071991,1678.7957763671875,0.16586089134216309,3.862492561340332,0.9261103039607406
korean_5,glaube-R,0.032761350274086,0.05579165369272232,2550.7255859375,0.13073542714118958,15.231120109558105,2.7795347310602665
korean_5,zweistufig,0.05096438154578209,0.033727455884218216,2174.03369140625,0.15253715217113495,7.777722358703613,1.8567877411842346
korean_5,B-warm,0.0608874186873436,0.05957888439297676,1895.84814453125,0.15614183247089386,5.701517105102539,2.2221266785636544
korean_5,maeher,0.019059274345636368,0.048325080424547195,1893.5987548828125,0.14271119236946106,14.960000038146973,0.0
digit_5,orakel,0.03642972558736801,0.0018223077058792114,1179.3045654296875,0.28701719641685486,2.9176292419433594,1.0444834418594837
digit_5,glaube-1,0.08551018685102463,0.09974198043346405,1803.4921875,0.12941798567771912,4.612766742706299,0.9298111796379089
