shape,mission,coverage,ergodic,info_gain,belief_rmse,path_len,wallclock
A,orakel,0.036938585340976715,0.009316449984908104,664.107421875,0.21967506408691406,2.9303038120269775,2.275019884109497
A,glaube-1,0.09433531016111374,0.10698667168617249,1240.0194091796875,0.13161596655845642,4.855467319488525,0.5934704188257456
A,glaube-R,0.027686387300491333,0.03717532753944397,1834.716796875,0.1390664130449295,16.1240234375,1.8120038183405995
A,zweistufig,0.03490227460861206,0.04585631936788559,1648.755615234375,0.12616568803787231,9.257794380187988,1.336860173381865
A,glaube-D,0.043132226914167404,0.08155740797519684,2049.6103515625,0.11270443350076675,11.842506408691406,13.534117724746466
A,B-warm,0.05106392502784729,0.0708359032869339,1408.83203125,0.12357890605926514,5.413992881774902,1.768244349397719
A,maeher,0.018879929557442665,0.048614948987960815,1309.85400390625,0.10714326798915863,15.84000015258789,0.0
greek_upper_0,orakel,0.03275638818740845,0.00270123896189034,678.772216796875,0.2063353955745697,3.204672336578369,0.5948290284723043
greek_upper_0,glaube-1,0.0743950679898262,0.1065799817442894,1127.773681640625,0.15013808012008667,4.438789367675781,0.6056518191471696
greek_upper_0,glaube-R,0.026213854551315308,0.037833377718925476,1747.314697265625,0.13843029737472534,16.598590850830078,2.0709903771057725
greek_upper_0,zweistufig,0.036373320966959,0.04119662940502167,1582.988525390625,0.11968009173870087,8.63003921508789,1.4333327412605286
greek_upper_0,glaube-D,0.04272603243589401,0.1139664575457573,1960.997802734375,0.07797261327505112,18.68832778930664,14.253019820898771
greek_upper_0,B-warm,0.051669128239154816,0.05163019150495529,1254.4334716796875,0.10991550981998444,5.170628070831299,1.1283954754471779
greek_upper_0,maeher,0.01839841902256012,0.04869931936264038,1212.18798828125,0.12761393189430237,18.479999542236328,0.0
korean_5,orakel,0.047711245715618134,0.003580297576263547,918.6993408203125,0.18602514266967773,3.241734504699707,0.7269486328586936
korean_5,glaube-1,0.09624511003494263,0.07981839776039124,1209.744873046875,0.1367509514093399,4.081729888916016,0.7544160382822156
korean_5,glaube-R,0.03193623572587967,0.045123808085918427,1796.8173828125,0.11734180897474289,14.733366012573242,2.2038348875939846
korean_5,zweistufig,0.04474087804555893,0.03882933035492897,1579.600341796875,0.14682592451572418,8.15992546081543,1.4341897685080767
korean_5,glaube-D,0.04994339495897293,0.05552252009510994,1965.34326171875,0.08934739977121353,15.591728210449219,14.592869427986443
korean_5,B-warm,0.05862617492675781,0.042736656963825226,1305.61083984375,0.16153666377067566,5.2414751052856445,1.096468210220337
korean_5,maeher,0.019128667190670967,0.04826439544558525,1318.8829345703125,0.14826063811779022,15.84000015258789,0.0
digit_5,orakel,0.03802156820893288,0.005742600187659264,752.7244873046875,0.2647540271282196,2.727628231048584,0.7180638061836362
