shape,surface,erg,coverage,standoff,standoff_sd,pointing_deg,path_len,hit_frac
A,ebene_flach,0.0027825021438495894,0.03652245178818703,0.023653831332921982,0.010477515868842602,61.12385559082031,1.9161384105682373,0.4438
A,ebene_gekippt,0.010055691394400773,0.057728156447410583,0.03952191770076752,0.027249375358223915,70.13378143310547,2.215013027191162,0.4438
A,ebene_diagonal,0.011856602424131835,0.07936424016952515,0.0368104986846447,0.02723243646323681,79.22074127197266,1.8305264711380005,0.4438
A,kugel,0.03780703060670096,0.10212849080562592,0.10464731603860855,0.04238521307706833,38.45444107055664,2.4586687088012695,0.19875
A,wuerfel,0.041666822594359346,0.13235947489738464,0.0912979245185852,0.04656069725751877,93.18260192871094,4.274701118469238,0.28295
A,ei,0.009449583367995961,0.06449074298143387,0.05479954183101654,0.030486727133393288,75.15604400634766,2.0435590744018555,0.23315
A,bunny,0.011987988794870116,0.0864948034286499,0.04477671533823013,0.030992960557341576,91.20265197753906,1.93851637840271,0.2142
greek_upper_0,ebene_flach,0.0036882905317103063,0.038391634821891785,0.022415798157453537,0.012277781963348389,63.76081848144531,1.8908321857452393,0.4392
greek_upper_0,ebene_gekippt,0.006761748660227789,0.053059324622154236,0.034964803606271744,0.024283718317747116,76.18986511230469,2.235391139984131,0.4392
greek_upper_0,ebene_diagonal,0.006533323857647664,0.05264582112431526,0.029585398733615875,0.024777472019195557,81.59991455078125,2.06825590133667,0.4392
greek_upper_0,kugel,0.04450253537469348,0.10630136728286743,0.11943486332893372,0.044015072286129,32.392242431640625,3.7419991493225098,0.19825
greek_upper_0,wuerfel,0.049981720570187835,0.15535899996757507,0.09919459372758865,0.04469476267695427,81.52307891845703,3.823202610015869,0.28375
greek_upper_0,ei,0.010809871955963715,0.06525962799787521,0.061187274754047394,0.03449099138379097,78.64510345458984,2.2120561599731445,0.2376
greek_upper_0,bunny,0.0077797051339122516,0.07359522581100464,0.039341893047094345,0.02807866409420967,101.28375244140625,2.267012596130371,0.20195
korean_5,ebene_flach,0.004333647628133896,0.04986966401338577,0.032875485718250275,0.01821369305253029,69.44769287109375,2.729330062866211,0.6004
korean_5,ebene_gekippt,0.006790252081281031,0.05879593268036842,0.03846901282668114,0.023191185668110847,74.76058197021484,2.6855311393737793,0.6004
korean_5,ebene_diagonal,0.008533949796272238,0.06828366965055466,0.04373656585812569,0.027339622378349304,77.81564331054688,2.2072250843048096,0.6004
korean_5,kugel,0.025151343201340184,0.07591253519058228,0.07103627920150757,0.03058089315891266,73.36295318603516,3.7701363563537598,0.2848
korean_5,wuerfel,0.029342435688741342,0.142397940158844,0.06700557470321655,0.030334174633026123,92.26888275146484,2.6706840991973877,0.34355
korean_5,ei,0.010553886338662746,0.0777534693479538,0.05330410599708557,0.03180129453539848,95.96717834472656,2.7950737476348877,0.334
korean_5,bunny,0.015343331752366145,0.10072096437215805,0.05920044705271721,0.0320572555065155,93.91926574707031,2.3011045455932617,0.2506
digit_5,ebene_flach,0.0034970898538523505,0.04139651730656624,0.03037438355386257,0.017110422253608704,62.422767639160156,2.4480583667755127,0.4363
digit_5,ebene_gekippt,0.01376566468331588,0.07638925313949585,0.05230239778757095,0.02902279421687126,82.62739562988281,1.7617427110671997,0.4363
digit_5,ebene_diagonal,0.012750617917066512,0.07413627952337265,0.04871181771159172,0.028009166941046715,77.78795623779297,1.7095062732696533,0.4363
digit_5,kugel,0.04072738030002741,0.08737143129110336,0.0880536437034607,0.03543691709637642,46.85252380371094,3.5151989459991455,0.2007
digit_5,wuerfel,0.05933573635092923,0.12187332659959793,0.10831789672374725,0.042380865663290024,82.68000793457031,3.9669623374938965,0.2679
digit_5,ei,0.016950457960070584,0.06699703633785248,0.049152012914419174,0.028806768357753754,84.0483169555664,2.7216262817382812,0.2347
digit_5,bunny,0.024598148208433958,0.10395801812410355,0.06157873570919037,0.03414212167263031,95.64371490478516,1.5888673067092896,0.1869
a_lc,ebene_flach,0.0026932384338897355,0.046221766620874405,0.02825985662639141,0.01239159144461155,60.0963134765625,1.1999764442443848,0.3949
a_lc,ebene_gekippt,0.0063575548237811965,0.06973262876272202,0.029475873336195946,0.01935335248708725,77.67094421386719,1.0842208862304688,0.3949
a_lc,ebene_diagonal,0.00768009207806507,0.06840642541646957,0.03095872700214386,0.02382027730345726,84.63500213623047,1.4390339851379395,0.3949
a_lc,kugel,0.10194382490098387,0.16280734539031982,0.15237587690353394,0.016302524134516716,22.624553680419922,1.5527650117874146,0.14855
a_lc,wuerfel,0.027949835818285633,0.14159181714057922,0.06688829511404037,0.048390768468379974,105.50312042236328,2.679183006286621,0.2617
a_lc,ei,0.06127543953103376,0.1040547713637352,0.08236466348171234,0.025330575183033943,41.72993087768555,1.3999414443969727,0.1699
a_lc,bunny,0.009985622155961167,0.07495314627885818,0.04557619243860245,0.02612125873565674,91.87654876708984,1.7204768657684326,0.18415
rand_gmm_10,ebene_flach,0.003061551964120817,0.05087202042341232,0.04397028684616089,0.03589533269405365,68.60009002685547,2.237708806991577,0.9996
rand_gmm_10,ebene_gekippt,0.004777896660254322,0.06545814126729965,0.05634288117289543,0.026666786521673203,75.2666015625,2.8458378314971924,0.9996
rand_gmm_10,ebene_diagonal,0.007585404471244532,0.0764772966504097,0.0698419064283371,0.03826677054166794,77.00753784179688,2.180222511291504,0.9996
rand_gmm_10,kugel,0.03594546332550713,0.12064887583255768,0.10528159886598587,0.03273746743798256,63.880069732666016,2.945483446121216,0.49425
rand_gmm_10,wuerfel,0.057692072147411934,0.20588594675064087,0.13436540961265564,0.060354702174663544,54.49448776245117,2.7449638843536377,0.49445
rand_gmm_10,ei,0.012948550501992926,0.09929326921701431,0.06757918000221252,0.03166539967060089,88.82029724121094,2.2619094848632812,0.57625
rand_gmm_10,bunny,0.012312334646725459,0.10131093114614487,0.07066662609577179,0.05024289712309837,81.22166442871094,2.74051570892334,0.4783
rand_gmm_20,ebene_flach,0.0095242719130785,0.05400380864739418,0.04424208030104637,0.02925158478319645,60.02294158935547,1.9162579774856567,0.99935
rand_gmm_20,ebene_gekippt,0.009205936812963791,0.07189682871103287,0.057951919734478,0.032658714801073074,74.44104766845703,2.481050968170166,0.99935
rand_gmm_20,ebene_diagonal,0.008314812400957413,0.07702594250440598,0.04643123969435692,0.028738001361489296,79.71406555175781,2.003415107727051,0.99935
rand_gmm_20,kugel,0.06912905518209198,0.1428205668926239,0.08190850913524628,0.034339699894189835,50.25968933105469,2.1075260639190674,0.4939
rand_gmm_20,wuerfel,0.05440247572423065,0.18252265453338623,0.07637705653905869,0.05963528901338577,93.33058166503906,2.8572518825531006,0.49895
rand_gmm_20,ei,0.024936262939300968,0.10750309377908707,0.06289354711771011,0.04163447394967079,106.11936950683594,1.8792824745178223,0.57475
rand_gmm_20,bunny,0.012536984485160153,0.09409390389919281,0.06393834948539734,0.047331880778074265,83.95777130126953,2.392573833465576,0.48245
rand_ana_poly_10,ebene_flach,0.0030806004323147857,0.04690054431557655,0.025619177147746086,0.012983360327780247,62.86738586425781,1.1976238489151,0.32845
rand_ana_poly_10,ebene_gekippt,0.01099812787740013,0.07397130131721497,0.038447070866823196,0.0342903807759285,80.39675903320312,1.7177612781524658,0.32845
rand_ana_poly_10,ebene_diagonal,0.009035304614878331,0.07403521239757538,0.04158050939440727,0.02877121791243553,82.97850036621094,1.4609991312026978,0.32845
rand_ana_poly_10,kugel,0.02430850341977857,0.09091542661190033,0.06090144068002701,0.03517216444015503,73.34188842773438,1.5893051624298096,0.16365
rand_ana_poly_10,wuerfel,0.05644430024263511,0.17660382390022278,0.07544750720262527,0.045571766793727875,84.51876831054688,3.081467390060425,0.203
rand_ana_poly_10,ei,0.017493698270795985,0.0844462662935257,0.04204051196575165,0.0208908561617136,89.09329986572266,1.232909917831421,0.1903
rand_ana_poly_10,bunny,0.014449860223605948,0.0744706466794014,0.050970546901226044,0.03960360586643219,98.87345123291016,1.706752896308899,0.1352
rand_ana_poly_20,ebene_flach,0.004044977414060333,0.042372044175863266,0.02413833886384964,0.010701288469135761,60.686500549316406,1.2266879081726074,0.3483
rand_ana_poly_20,ebene_gekippt,0.01352869241154211,0.07158038020133972,0.036089036613702774,0.030084479600191116,78.78976440429688,1.5551283359527588,0.3483
rand_ana_poly_20,ebene_diagonal,0.009928417294439398,0.06401300430297852,0.03345981612801552,0.024312730878591537,80.82111358642578,1.6457102298736572,0.3483
rand_ana_poly_20,kugel,0.05545380472835156,0.10125728696584702,0.08429507166147232,0.027760934084653854,41.381378173828125,1.9376901388168335,0.14985
rand_ana_poly_20,wuerfel,0.05188892914541607,0.17611581087112427,0.07589510083198547,0.05088094249367714,97.38248443603516,2.8785247802734375,0.22455
rand_ana_poly_20,ei,0.03370111826552045,0.07198287546634674,0.053595032542943954,0.02545301802456379,66.36553955078125,1.6167107820510864,0.1765
rand_ana_poly_20,bunny,0.011672377216026828,0.07576647400856018,0.04122749716043472,0.03312956169247627,110.59330749511719,1.8447037935256958,0.1738
rand_ana_poly_30,ebene_flach,0.0017816178735754484,0.04572906345129013,0.02565477043390274,0.01387690007686615,64.10307312011719,1.501847743988037,0.3843
rand_ana_poly_30,ebene_gekippt,0.0077713443520708095,0.07516016811132431,0.046152397990226746,0.024496613070368767,74.63906860351562,1.6771525144577026,0.3843
rand_ana_poly_30,ebene_diagonal,0.011284998752686487,0.08805564790964127,0.04387632757425308,0.025694245472550392,80.27027130126953,1.5983093976974487,0.3843
rand_ana_poly_30,kugel,0.01941049648471803,0.08781828731298447,0.06822721660137177,0.026513775810599327,71.32054901123047,1.9987096786499023,0.1723
rand_ana_poly_30,wuerfel,0.0669236088767136,0.21147285401821136,0.11467208713293076,0.07790042459964752,85.3869857788086,2.4261882305145264,0.23395
rand_ana_poly_30,ei,0.021170384556165888,0.09102147817611694,0.05044378340244293,0.02643716335296631,92.158447265625,1.9602421522140503,0.20205
rand_ana_poly_30,bunny,0.018958064316857974,0.09475936740636826,0.04913802072405815,0.03403894975781441,110.2198715209961,2.1016170978546143,0.2079
rand_gmm_complex_0,ebene_flach,0.005945496370922216,0.06476832926273346,0.05475739762187004,0.04624279960989952,70.15908813476562,1.9686952829360962,1.0
