model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
MitLoss,102.15225341796875,102.26291748046874,0.25307216465473176,0.9181438136100769,0.030280920565128325,1894.6246700640768
SVGD solver (Referenz),0.9237943613529205,2.1883313822746278,0.033230095505714416,3.9587173080444336,nan,nan
