shape,mission,coverage,ergodic,info_gain,belief_rmse,path_len,wallclock
A,orakel,0.039193253964185715,0.019409161061048508,828.3614501953125,0.16323335468769073,5.079516410827637,0.9700975000159815
A,glaube-1,0.07356613874435425,0.32861313223838806,1399.748291015625,0.13487307727336884,8.750089645385742,0.7423071999801323
A,glaube-R,0.02495512366294861,0.10379873216152191,1886.5985107421875,0.05902518704533577,30.451000213623047,2.245237700029975
A,zweistufig,0.03442149981856346,0.14923737943172455,1708.073486328125,0.0781295895576477,15.556392669677734,1.5003510000242386
A,glaube-D,0.0254575964063406,0.07906723767518997,2005.50146484375,0.035741176456213,35.68403625488281,22.705517300055362
A,maeher,0.027445614337921143,0.05306056886911392,1321.0660400390625,0.13448835909366608,36.08000183105469,0.0
greek_upper_0,orakel,0.034076109528541565,0.011952739208936691,765.525390625,0.1667773425579071,4.280295372009277,0.7417887999908999
greek_upper_0,glaube-1,0.06004955247044563,0.27905547618865967,1497.94580078125,0.0861431211233139,8.710887908935547,0.7570763999829069
greek_upper_0,glaube-R,0.02144101820886135,0.09522759169340134,1875.3800048828125,0.07725528627634048,25.068374633789062,2.2417392000206746
greek_upper_0,zweistufig,0.0329216904938221,0.12392233312129974,1707.60205078125,0.08551111072301865,14.046091079711914,1.5120174999756273
greek_upper_0,glaube-D,0.025441447272896767,0.11828748136758804,2007.02197265625,0.03430771455168724,32.536808013916016,22.64612639992265
greek_upper_0,maeher,0.02667892724275589,0.052016377449035645,1293.43896484375,0.08021243661642075,32.560001373291016,0.0
korean_5,orakel,0.050911795347929,0.018669703975319862,868.75048828125,0.10347845405340195,5.736970901489258,0.7451742999837734
korean_5,glaube-1,0.06473049521446228,0.18840467929840088,1417.8583984375,0.14532853662967682,10.28992748260498,0.7539999000146054
korean_5,glaube-R,0.026445191353559494,0.09364739060401917,1902.0792236328125,0.06506645679473877,29.043941497802734,2.2513048999826424
korean_5,zweistufig,0.037442296743392944,0.1397690325975418,1603.36572265625,0.10251911729574203,15.854584693908691,1.2905617999786045
korean_5,glaube-D,0.024810390546917915,0.060207340866327286,2008.679931640625,0.040312208235263824,38.02015686035156,21.805455199995777
korean_5,maeher,0.029723070561885834,0.04937410354614258,1266.6376953125,0.13819244503974915,37.84000015258789,0.0
digit_5,orakel,0.03377002477645874,0.005836695898324251,743.6630859375,0.22156646847724915,6.568092346191406,0.6458137000154238
digit_5,glaube-1,0.07308409363031387,0.3670201301574707,1330.10693359375,0.12313875555992126,8.458806037902832,0.6444259000127204
digit_5,glaube-R,0.024610817432403564,0.06778586655855179,1902.77734375,0.07978646457195282,26.432964324951172,1.9351056000159588
digit_5,zweistufig,0.03657813370227814,0.101926788687706,1746.396484375,0.22312882542610168,17.22397232055664,1.3188654000114184
digit_5,glaube-D,0.023613614961504936,0.08388739824295044,2010.31103515625,0.04316216707229614,37.332611083984375,19.820700399926864
digit_5,maeher,0.027868837118148804,0.05886479467153549,1309.776123046875,0.09529641270637512,36.959999084472656,0.0
a_lc,orakel,0.04190388321876526,0.007514429744333029,642.64892578125,0.1991713047027588,2.902643918991089,0.6606312999792863
a_lc,glaube-1,0.0791361853480339,0.31514835357666016,1483.399658203125,0.13254575431346893,7.526906967163086,0.6543698000023142
a_lc,glaube-R,0.024068351835012436,0.12128213793039322,1886.09814453125,0.07148919999599457,24.052885055541992,1.9671122999861836
a_lc,zweistufig,0.03142017126083374,0.10264274477958679,1747.25439453125,0.09924584627151489,14.816879272460938,1.3063789999869186
a_lc,glaube-D,0.021741781383752823,0.06934310495853424,2008.2645263671875,0.04549593850970268,29.17172622680664,19.841904299944872
a_lc,maeher,0.022116493433713913,0.04856141656637192,1387.7427978515625,0.07383902370929718,29.03999900817871,0.0
rand_gmm_10,orakel,0.049264613538980484,0.039344850927591324,1174.616943359375,0.038753509521484375,9.885562896728516,0.6573051000013947
rand_gmm_10,glaube-1,0.07556894421577454,0.08793113380670547,1483.396728515625,0.044578198343515396,10.090436935424805,0.6646193999913521
rand_gmm_10,glaube-R,0.02716752700507641,0.022836852818727493,1901.984130859375,0.02040107361972332,29.32695770263672,1.9708625999919605
rand_gmm_10,zweistufig,0.04336581751704216,0.06210678070783615,1636.25390625,0.04045432060956955,15.975863456726074,1.2945351999951527
rand_gmm_10,glaube-D,0.026504259556531906,0.018225928768515587,2006.3489990234375,0.005351595114916563,39.09638595581055,19.74401519994717
rand_gmm_10,maeher,0.03269920125603676,0.01531838160008192,1337.0323486328125,0.04262198880314827,38.720001220703125,0.0
rand_gmm_20,orakel,0.048270467668771744,0.00794346071779728,1080.2125244140625,0.04834451898932457,8.98964786529541,0.649686799995834
rand_gmm_20,glaube-1,0.0831274464726448,0.23332762718200684,1423.080078125,0.041429292410612106,10.708070755004883,0.6505191999895032
rand_gmm_20,glaube-R,0.028042081743478775,0.04481302574276924,1837.4893798828125,0.01505846157670021,28.2497501373291,1.937388100021053
rand_gmm_20,zweistufig,0.05266132950782776,0.1062610000371933,1748.80712890625,0.023598002269864082,15.417858123779297,1.334798600000795
rand_gmm_20,glaube-D,0.027099555358290672,0.07189077138900757,2005.2525634765625,0.005156709346920252,40.50367736816406,19.823768300004303
rand_gmm_20,maeher,0.032584257423877716,0.04079684242606163,1384.06103515625,0.0263591967523098,40.47999572753906,0.0
rand_ana_poly_10,orakel,0.04488949850201607,0.0251566544175148,1346.4146728515625,0.24941983819007874,5.76950740814209,0.6459958000050392
rand_ana_poly_10,glaube-1,0.05514022707939148,0.0675978735089302,1402.83740234375,0.29463574290275574,6.11653470993042,0.6450872999848798
rand_ana_poly_10,glaube-R,0.02618342824280262,0.03796251118183136,1823.0477294921875,0.25350067019462585,26.981769561767578,1.958375900023384
rand_ana_poly_10,zweistufig,0.03811151161789894,0.032947100698947906,1677.9720458984375,0.29975342750549316,12.436393737792969,1.3226867000048514
rand_ana_poly_10,glaube-D,0.0191805362701416,0.03508416935801506,2012.205810546875,0.06084790825843811,32.27660369873047,19.918681800045306
rand_ana_poly_10,maeher,0.02551393397152424,0.16005800664424896,1293.43896484375,0.22276636958122253,32.560001373291016,0.0
rand_ana_poly_20,orakel,0.037021197378635406,0.010486448183655739,908.0526123046875,0.34277182817459106,5.4129862785339355,0.6496764999756124
rand_ana_poly_20,glaube-1,0.09239495545625687,0.2545933127403259,1360.6845703125,0.19592063128948212,7.5344557762146,0.6542268999910448
rand_ana_poly_20,glaube-R,0.02572009526193142,0.06626994162797928,1907.0732421875,0.09318066388368607,26.837360382080078,1.9719100999936927
rand_ana_poly_20,zweistufig,0.03100849688053131,0.09944847226142883,1771.9306640625,0.13529370725154877,14.619791030883789,1.3059295999992173
rand_ana_poly_20,glaube-D,0.02219134010374546,0.03637392818927765,2006.162109375,0.05555083975195885,32.07452392578125,19.93226720005623
rand_ana_poly_20,maeher,0.02732710912823677,0.06848684698343277,1363.92626953125,0.16471169888973236,31.679996490478516,0.0
rand_ana_poly_30,orakel,0.03267744183540344,0.013059047050774097,308.0247802734375,0.21962855756282806,5.142703056335449,0.6498268999857828
rand_ana_poly_30,glaube-1,0.09846953302621841,0.398864209651947,1512.150390625,0.12040124833583832,10.160082817077637,0.6464921000006143
rand_ana_poly_30,glaube-R,0.02613772824406624,0.12090067565441132,1869.029541015625,0.07311133295297623,27.970069885253906,1.945897099969443
