model,E_ergodic,E_total,coverage,path_len,diversity,t_infer_ms
OhneLoss,2.705147466659546,8.336770248413085,0.0400859922170639,6.675673904418946,0.2884271913766861,3103.15212409012
SVGD solver (Referenz),0.9237943613529205,2.1883313822746278,0.033230095505714416,3.9587173080444336,nan,nan
